SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	pan_troglodytes	ENSPTRP00000011770	15	15061825	15067726	-1	ENSPTRG00000006890	ACTC1
SEQ	octodon_degus	ENSODEP00000004327	JH651681.1	3824063	3828762	1	ENSODEG00000003301	ACTC1
SEQ	vulpes_vulpes	ENSVVUP00000036747	NBDQ01000029.1	2415537	2420786	-1	ENSVVUG00000026308	ACTC1
SEQ	aotus_nancymaae	ENSANAP00000029265	KZ202280.1	4873993	4882142	1	ENSANAG00000032360	ACTC1
SEQ	moschus_moschiferus	ENSMMSP00000017146	PVHU020017367.1	1884420	1889771	-1	ENSMMSG00000013016	ACTC1
SEQ	ailuropoda_melanoleuca	ENSAMEP00000005482	GL192565.1	693915	698270	-1	ENSAMEG00000005186	ACTC1
SEQ	papio_anubis	ENSPANP00000016280	7	9355306	9388040	-1	ENSPANG00000019679	ACTC1
SEQ	mus_spicilegus	ENSMSIP00000001326	QGOO01000211.1	928016	932764	-1	ENSMSIG00000001306	Actc1
SEQ	carlito_syrichta	ENSTSYP00000011042	KE944009.1	529782	534369	-1	ENSTSYG00000012045	ACTC1
SEQ	sus_scrofa	ENSSSCP00000005172	1	136281167	136286545	1	ENSSSCG00000004803	ACTC1
SEQ	sorex_araneus	ENSSARP00000002240	GeneScaffold_3194	6811	8154	-1	ENSSARG00000002488	NULL
SEQ	lynx_canadensis	ENSLCNP00005008954	B3	67722070	67727248	1	ENSLCNG00005005876	ACTC1
SEQ	delphinapterus_leucas	ENSDLEP00000005204	ML702016.1	15665364	15669994	1	ENSDLEG00000003919	ACTC1
SEQ	procavia_capensis	ENSPCAP00000003604	scaffold_15802	16332	20687	-1	ENSPCAG00000003845	ACTC1
SEQ	camelus_dromedarius	ENSCDRP00005002717	6	28028380	28033313	1	ENSCDRG00005001967	ACTC1
SEQ	camelus_dromedarius	ENSCDRP00005021246	11	78607056	78610744	1	ENSCDRG00005014779	NULL
SEQ	cavia_aperea	ENSCAPP00000015719	AVPZ01000012.1	20660832	20664337	-1	ENSCAPG00000015765	ACTC1
SEQ	cercocebus_atys	ENSCATP00000017430	KQ012270.1	378419	382987	-1	ENSCATG00000032589	ACTC1
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000015077	4	87589132	87593584	-1	ENSPEMG00000014707	Actc1
SEQ	castor_canadensis	ENSCCNP00000023850	MTKA01000470.1	105123	109306	-1	ENSCCNG00000023398	Actc1
SEQ	bison_bison_bison	ENSBBBP00000018970	KN264912.1	2261001	2265490	-1	ENSBBBG00000012098	ACTC1
SEQ	panthera_leo	ENSPLOP00000003307	B4	65382223	65386591	1	ENSPLOG00000002393	ACTC1
