gene_stable_id	protein_stable_id	species	identity	homology_type	homology_gene_stable_id	homology_protein_stable_id	homology_species	homology_identity	dn	ds	goc_score	wga_coverage	is_high_confidence	homology_id	common_name
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	93.8303	ortholog_one2one	ENSBBBG00000009838	ENSBBBP00000000691	bison_bison_bison	97.3333			100.0		1.0	151541419	american_bison
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	94.0874	ortholog_one2one	ENSMUSG00000029580	ENSMUSP00000098066	mus_musculus	97.6			100.0	100.0	1.0	152665334	house_mouse
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	94.0874	ortholog_one2one	ENSMSIG00000029528	ENSMSIP00000035490	mus_spicilegus	96.8254			100.0		1.0	155566904	steppe_mouse
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	61.9537	ortholog_one2one	ENSPCAG00000002190	ENSPCAP00000002044	procavia_capensis	96.0159			0.0		0.0	166453754	cape_rock_hyrax
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	85.09	ortholog_one2one	ENSTBEG00000012822	ENSTBEP00000011116	tupaia_belangeri	88.9785			0.0		0.0	171927092	nothern_tree_shrew
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	94.0874	ortholog_one2one	ENSLCNG00005020599	ENSLCNP00005031608	lynx_canadensis	97.6			100.0	100.0	1.0	174064920	canadian_lynx
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	57.8406	ortholog_one2many	ENSCHOG00000010621	ENSCHOP00000009389	choloepus_hoffmanni	100.0			0.0		0.0	106741686	Hoffmann's_two_fingered_sloth
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	69.1517	ortholog_one2many	ENSCHOG00000005050	ENSCHOP00000004469	choloepus_hoffmanni	87.6221			0.0		0.0	106741687	Hoffmann's_two_fingered_sloth
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	89.9743	ortholog_one2many	ENSCJAG00000038612	ENSCJAP00000066862	callithrix_jacchus	97.2222			0.0	0.0	0.0	115220449	white_tufted_ear_marmoset
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	81.2339	ortholog_one2many	ENSMFAG00000000056	ENSMFAP00000001080	macaca_fascicularis	89.2655			0.0	0.0	0.0	116096739	crab_eating_macaque
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	61.9537	ortholog_one2many	ENSMFAG00000029352	ENSMFAP00000013586	macaca_fascicularis	93.7743			0.0	0.0	0.0	116096740	crab_eating_macaque
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	94.0874	ortholog_one2many	ENSMFAG00000031981	ENSMFAP00000017983	macaca_fascicularis	96.5699			100.0	0.0	1.0	116096741	crab_eating_macaque
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	94.0874	ortholog_one2many	ENSPANG00000015700	ENSPANP00000009610	papio_anubis	96.5699			100.0	0.0	1.0	124040054	olive_baboon
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	75.5784	ortholog_one2many	ENSPANG00000009747	ENSPANP00000011336	papio_anubis	84.7262			0.0	0.0	0.0	124040055	olive_baboon
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	82.2622	ortholog_one2many	ENSPANG00000017102	ENSPANP00000012445	papio_anubis	84.2105			0.0	0.0	0.0	124040056	olive_baboon
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	93.0591	ortholog_one2many	ENSCATG00000031161	ENSCATP00000014224	cercocebus_atys	96.5333			100.0		1.0	127379235	sooty_mangabey
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	79.4344	ortholog_one2many	ENSCATG00000033630	ENSCATP00000019657	cercocebus_atys	83.9674			0.0		0.0	127379236	sooty_mangabey
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	80.9769	ortholog_one2many	ENSCATG00000042306	ENSCATP00000039367	cercocebus_atys	87.5			0.0		0.0	127379237	sooty_mangabey
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	77.3779	ortholog_one2many	ENSGGOG00000027597	ENSGGOP00000045879	gorilla_gorilla	83.3795			0.0	0.0	0.0	131462203	gorilla
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	94.0874	ortholog_one2many	ENSGGOG00000001133	ENSGGOP00000045882	gorilla_gorilla	96.8254			100.0	0.0	1.0	131462204	gorilla
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	65.2956	ortholog_one2many	ENSGGOG00000036743	ENSGGOP00000030465	gorilla_gorilla	80.8917			0.0	0.0	0.0	131462205	gorilla
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	84.5758	ortholog_one2many	ENSGGOG00000025903	ENSGGOP00000038462	gorilla_gorilla	85.9008			0.0	0.0	0.0	131462206	gorilla
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	86.6324	ortholog_one2many	ENSGGOG00000025236	ENSGGOP00000019151	gorilla_gorilla	85.533			0.0	0.0	0.0	131462207	gorilla
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	76.8638	ortholog_one2many	ENSMLEG00000029830	ENSMLEP00000011556	mandrillus_leucophaeus	83.9888			0.0		0.0	132000328	drill
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	94.0874	ortholog_one2many	ENSMLEG00000038914	ENSMLEP00000029448	mandrillus_leucophaeus	97.6			100.0		1.0	132000329	drill
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	83.8046	ortholog_one2many	ENSPTRG00000041237	ENSPTRP00000034633	pan_troglodytes	79.3187			0.0	0.0	0.0	134094860	chimpanzee
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	66.3239	ortholog_one2many	ENSPTRG00000051447	ENSPTRP00000070878	pan_troglodytes	79.6296			0.0	0.0	0.0	134094861	chimpanzee
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	86.8895	ortholog_one2many	ENSPTRG00000009762	ENSPTRP00000016618	pan_troglodytes	90.1333			0.0	0.0	0.0	134094862	chimpanzee
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	94.0874	ortholog_one2many	ENSPTRG00000018890	ENSPTRP00000058292	pan_troglodytes	96.8254			100.0	100.0	1.0	134094863	chimpanzee
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	60.1542	ortholog_one2many	ENSVVUG00000006348	ENSVVUP00000008440	vulpes_vulpes	84.7826			100.0	0.0	1.0	147659732	red_fox
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	82.0051	ortholog_one2many	ENSVVUG00000021028	ENSVVUP00000028823	vulpes_vulpes	96.0843			0.0	0.0	0.0	147659733	red_fox
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	65.0386	ortholog_one2many	ENSZCAG00015000777	ENSZCAP00015001086	zalophus_californianus	91.3357			0.0	0.0	0.0	149165475	cali_sea_lion
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	94.0874	ortholog_one2many	ENSZCAG00015011238	ENSZCAP00015017581	zalophus_californianus	89.0511			100.0	0.0	1.0	149165476	cali_sea_lion
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	85.6041	ortholog_one2many	ENSCDRG00005004644	ENSCDRP00005006503	camelus_dromedarius	53.1949			0.0	0.0	0.0	149639243	arabian_camel
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	94.0874	ortholog_one2many	ENSCDRG00005018212	ENSCDRP00005026436	camelus_dromedarius	96.8254			100.0	0.0	1.0	149639244	arabian_camel
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	91.5167	ortholog_one2many	ENSPEMG00000031125	ENSPEMP00000036593	peromyscus_maniculatus_bairdii	94.4297			0.0	0.0	0.0	150057466	prairie_deer_mouse
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	94.0874	ortholog_one2many	ENSPEMG00000012952	ENSPEMP00000012686	peromyscus_maniculatus_bairdii	97.6			100.0	0.0	1.0	150057467	prairie_deer_mouse
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	65.2956	ortholog_one2many	ENSNLEG00000027866	ENSNLEP00000033007	nomascus_leucogenys	81.4103			0.0	0.0	0.0	150906884	gibbon
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	90.4884	ortholog_one2many	ENSNLEG00000015506	ENSNLEP00000038010	nomascus_leucogenys	96.9697			75.0	0.0	1.0	150906885	gibbon
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	83.5476	ortholog_one2many	ENSTSYG00000026359	ENSTSYP00000022450	carlito_syrichta	86.6667			0.0		0.0	150944104	philippine_tarsier
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	79.1774	ortholog_one2many	ENSTSYG00000034458	ENSTSYP00000016704	carlito_syrichta	86.2745			0.0		0.0	150944105	philippine_tarsier
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	62.7249	ortholog_one2many	ENSCAFG00020017181	ENSCAFP00020021730	canis_lupus_dingo	96.4427			100.0	100.0	1.0	151858287	dingo
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	84.8329	ortholog_one2many	ENSCAFG00020012245	ENSCAFP00020015232	canis_lupus_dingo	92.1788			0.0	0.0	0.0	151858288	dingo
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	93.5733	ortholog_one2many	ENSECAG00000015935	ENSECAP00000013637	equus_caballus	96.5517			100.0	0.0	1.0	151967660	domestic_horse
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	80.9769	ortholog_one2many	ENSECAG00000002481	ENSECAP00000025288	equus_caballus	88.2353			0.0	0.0	0.0	151967661	domestic_horse
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	51.671	ortholog_one2many	ENSOCUG00000010443	ENSOCUP00000044872	oryctolagus_cuniculus	62.2291			0.0	0.0	0.0	152352369	rabbit
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	88.946	ortholog_one2many	ENSOCUG00000005867	ENSOCUP00000045964	oryctolagus_cuniculus	96.9188			75.0	0.0	1.0	152352370	rabbit
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	75.8355	ortholog_one2many	ENSOCUG00000034178	ENSOCUP00000047356	oryctolagus_cuniculus	89.939			0.0	0.0	0.0	152352371	rabbit
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	85.6041	ortholog_one2many	ENSANAG00000026818	ENSANAP00000017912	aotus_nancymaae	91.4835			0.0		0.0	176400409	ma's_night_monkey
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	86.8895	ortholog_one2many	ENSANAG00000032345	ENSANAP00000029195	aotus_nancymaae	82.2384			0.0		0.0	176400410	ma's_night_monkey
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	79.6915	ortholog_one2many	ENSANAG00000036811	ENSANAP00000038724	aotus_nancymaae	86.1111			0.0		0.0	176400411	ma's_night_monkey
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	91.2596	ortholog_one2many	ENSANAG00000028970	ENSANAP00000022419	aotus_nancymaae	91.4948			0.0		0.0	176400412	ma's_night_monkey
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	83.5476	ortholog_one2many	ENSANAG00000022227	ENSANAP00000008429	aotus_nancymaae	84.8564			0.0		0.0	176400413	ma's_night_monkey
ENSFCAG00000006788	ENSFCAP00000061043	felis_catus	94.0874	ortholog_one2many	ENSANAG00000024575	ENSANAP00000013354	aotus_nancymaae	97.6			100.0		1.0	176400414	ma's_night_monkey
