SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	canis_lupus_familiaris	ENSCAFP00000022510	8	33575373	33607196	1	ENSCAFG00000015269	ACTR10
SEQ	equus_caballus	ENSECAP00000050696	24	5794055	5814905	1	ENSECAG00000018903	ACTR10
SEQ	sorex_araneus	ENSSARP00000013075	GeneScaffold_3551	170815	192752	1	ENSSARG00000014454	ACTR10
SEQ	choloepus_hoffmanni	ENSCHOP00000004227	GeneScaffold_3232	1110	22932	1	ENSCHOG00000004769	ACTR10
SEQ	macaca_fascicularis	ENSMFAP00000011126	7	122471655	122512349	1	ENSMFAG00000012469	ACTR10
SEQ	nannospalax_galili	ENSNGAP00000021052	KL201873.1	3456700	3492598	-1	ENSNGAG00000020352	Actr10
SEQ	rattus_norvegicus	ENSRNOP00000010300	6	93385457	93411576	1	ENSRNOG00000007504	Actr10
SEQ	octodon_degus	ENSODEP00000016505	JH651556.1	3967838	3969084	-1	ENSODEG00000012154	NULL
SEQ	ailuropoda_melanoleuca	ENSAMEP00000002607	GL192352.1	1489499	1511687	1	ENSAMEG00000002459	ACTR10
SEQ	panthera_leo	ENSPLOP00000006231	B4	102301426	102328338	1	ENSPLOG00000004544	ACTR10
SEQ	erinaceus_europaeus	ENSEEUP00000008921	GeneScaffold_3589	5	22801	1	ENSEEUG00000009777	ACTR10
SEQ	castor_canadensis	ENSCCNP00000028770	MTKA01000403.1	193824	223443	-1	ENSCCNG00000027676	Actr10
SEQ	procavia_capensis	ENSPCAP00000008746	GeneScaffold_3672	159570	188976	1	ENSPCAG00000009357	ACTR10
SEQ	cavia_aperea	ENSCAPP00000008143	AVPZ01000123.1	2275542	2297488	-1	ENSCAPG00000009894	ACTR10
SEQ	moschus_moschiferus	ENSMMSP00000009077	PVHU020006626.1	1460354	1486168	1	ENSMMSG00000007044	ACTR10
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000018579	14	40377669	40409471	1	ENSPEMG00000017118	Actr10
SEQ	bison_bison_bison	ENSBBBP00000024985	KN264969.1	4542391	4568786	-1	ENSBBBG00000020095	ACTR10
SEQ	mandrillus_leucophaeus	ENSMLEP00000011178	KN975832.1	1611339	1657780	-1	ENSMLEG00000029781	ACTR10
