SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene	CommonName
SEQ	panthera_leo	ENSPLOP00000021163	F1	33314497	33316624	1	ENSPLOG00000015512	ACTB	lion
SEQ	zalophus_californianus	ENSZCAP00015001086	5	104933692	104934803	-1	ENSZCAG00015000777	NULL	cali_sea_lion
SEQ	aotus_nancymaae	ENSANAP00000021421	KZ201897.1	22440123	22441175	1	ENSANAG00000028505	NULL	mas_night_monkey
SEQ	equus_asinus_asinus	ENSEASP00005021665	PSZQ01004600.1	3364754	3366174	1	ENSEASG00005014801	NULL	donkey
SEQ	pan_troglodytes	ENSPTRP00000064849	Y	894501	895625	1	ENSPTRG00000049908	NULL	chimpanzee
SEQ	carlito_syrichta	ENSTSYP00000020233	KE935451.1	374687	375856	1	ENSTSYG00000014006	NULL	philippine_tarsier
SEQ	echinops_telfairi	ENSETEP00000016080	GeneScaffold_9098	36579	37474	-1	ENSETEG00000019795	NULL	lesser_hedgehog_tenrec
SEQ	cercocebus_atys	ENSCATP00000027886	KQ009939.1	2253631	2253961	-1	ENSCATG00000037279	NULL	sooty_mangabey
SEQ	callithrix_jacchus	ENSCJAP00000078782	NTIC01034389.1	97061637	97066890	1	ENSCJAG00000056848	NULL	white_tufted_ear_marmoset
SEQ	equus_caballus	ENSECAP00000049353	7	23726044	23727548	1	ENSECAG00000041606	NULL	domestic_horse
SEQ	macaca_fascicularis	ENSMFAP00000014557	16	79130151	79132335	-1	ENSMFAG00000030086	ACTG1	crab_eating_macaque
SEQ	dasypus_novemcinctus	ENSDNOP00000031248	JH580358.1	530118	531298	1	ENSDNOG00000043529	NULL	nine_banded_armadillo
SEQ	carlito_syrichta	ENSTSYP00000019285	KE938368.1	1013913	1014995	-1	ENSTSYG00000033164	NULL	philippine_tarsier
SEQ	octodon_degus	ENSODEP00000011317	JH651627.1	6955490	6956054	1	ENSODEG00000008412	NULL	degu
SEQ	octodon_degus	ENSODEP00000008247	JH651562.1	1250798	1251924	-1	ENSODEG00000006151	NULL	degu
SEQ	pan_troglodytes	ENSPTRP00000080740	Y	13906991	13908115	1	ENSPTRG00000043749	NULL	chimpanzee
SEQ	aotus_nancymaae	ENSANAP00000040754	KZ203792.1	12835795	12841691	-1	ENSANAG00000037720	NULL	mas_night_monkey
SEQ	mandrillus_leucophaeus	ENSMLEP00000014308	KN973000.1	728784	729114	1	ENSMLEG00000031313	NULL	drill
SEQ	dasypus_novemcinctus	ENSDNOP00000024771	JH562543.1	103999	105585	-1	ENSDNOG00000043658	NULL	nine_banded_armadillo
SEQ	nomascus_leucogenys	ENSNLEP00000026528	22a	57890298	57891459	-1	ENSNLEG00000032461	NULL	gibbon
SEQ	carlito_syrichta	ENSTSYP00000026810	KE929744.1	171562	173256	1	ENSTSYG00000033370	NULL	philippine_tarsier
SEQ	papio_anubis	ENSPANP00000012445	KZ098019.1	15017	18062	1	ENSPANG00000017102	NULL	olive_baboon
SEQ	choloepus_hoffmanni	ENSCHOP00000009389	scaffold_378679	54	1152	-1	ENSCHOG00000010621	NULL	Hoffmanns_two_fingered_sloth
SEQ	dasypus_novemcinctus	ENSDNOP00000017718	JH575313.1	234489	235481	-1	ENSDNOG00000046677	NULL	nine_banded_armadillo
SEQ	panthera_pardus	ENSPPRP00000000368	KV860320.1	1684477	1686823	1	ENSPPRG00000024869	ACTG1	leopard
SEQ	echinops_telfairi	ENSETEP00000014931	scaffold_244686	5303	6279	1	ENSETEG00000018370	NULL	lesser_hedgehog_tenrec
SEQ	rattus_norvegicus	ENSRNOP00000072672	12	13716596	13718841	1	ENSRNOG00000034254	Actb	norway_rat
SEQ	delphinapterus_leucas	ENSDLEP00000029224	ML702058.1	44970280	44974171	1	ENSDLEG00000020930	ACTB	beluga_whale
SEQ	vulpes_vulpes	ENSVVUP00000028823	NBDQ01000075.1	611449	613881	-1	ENSVVUG00000021028	NULL	red_fox
SEQ	aotus_nancymaae	ENSANAP00000004730	KZ196242.1	442610	443737	-1	ENSANAG00000020471	NULL	mas_night_monkey
SEQ	mandrillus_leucophaeus	ENSMLEP00000027131	KN975200.1	14194563	14194995	1	ENSMLEG00000037782	NULL	drill
SEQ	nomascus_leucogenys	ENSNLEP00000038010	17	31798389	31800233	-1	ENSNLEG00000015506	ACTB	gibbon
SEQ	vulpes_vulpes	ENSVVUP00000008444	NBDQ01000086.1	8721414	8743478	-1	ENSVVUG00000006351	NULL	red_fox
SEQ	mandrillus_leucophaeus	ENSMLEP00000029448	KN977311.1	340550	343056	1	ENSMLEG00000038914	NULL	drill
SEQ	mus_musculus	ENSMUSP00000071486	11	120345690	120348542	-1	ENSMUSG00000062825	Actg1	house_mouse
SEQ	rattus_norvegicus	ENSRNOP00000072273	3	75643054	75644954	1	ENSRNOG00000053452	LOC100361457	norway_rat
SEQ	callithrix_jacchus	ENSCJAP00000063529	NTIC01022223.1	70620209	70621652	1	ENSCJAG00000038611	NULL	white_tufted_ear_marmoset
SEQ	dasypus_novemcinctus	ENSDNOP00000019480	JH568814.1	15697	16121	1	ENSDNOG00000047901	NULL	nine_banded_armadillo
SEQ	gorilla_gorilla	ENSGGOP00000038462	2B	23082740	23084045	1	ENSGGOG00000025903	NULL	gorilla
SEQ	choloepus_hoffmanni	ENSCHOP00000004469	scaffold_48154	4391	5452	1	ENSCHOG00000005050	NULL	Hoffmanns_two_fingered_sloth
SEQ	pan_troglodytes	ENSPTRP00000078328	Y	5267591	5268715	1	ENSPTRG00000049593	NULL	chimpanzee
SEQ	pan_troglodytes	ENSPTRP00000058292	7	4684565	4686685	-1	ENSPTRG00000018890	ACTB	chimpanzee
SEQ	callithrix_jacchus	ENSCJAP00000075763	NTIC01003335.1	98250565	98252391	-1	ENSCJAG00000058040	NULL	white_tufted_ear_marmoset
SEQ	zalophus_californianus	ENSZCAP00015017581	10	110019477	110023011	1	ENSZCAG00015011238	NULL	cali_sea_lion
SEQ	callithrix_jacchus	ENSCJAP00000052981	NTIC01038834.1	123586887	123588325	1	ENSCJAG00000042497	NULL	white_tufted_ear_marmoset
SEQ	castor_canadensis	ENSCCNP00000008900	MTKA01000436.1	71275	73550	-1	ENSCCNG00000009401	Actg1	american_beaver
SEQ	aotus_nancymaae	ENSANAP00000027409	JYKP02097759.1	59	1235	-1	ENSANAG00000031548	NULL	mas_night_monkey
SEQ	cavia_aperea	ENSCAPP00000001193	AVPZ01000234.1	10923536	10924403	-1	ENSCAPG00000002135	ACTB	brazilian_guinea_pig
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000015312	8	107568910	107569781	1	ENSPEMG00000014871	NULL	prairie_deer_mouse
SEQ	callithrix_jacchus	ENSCJAP00000054520	NTIC01013335.1	32791750	32792877	1	ENSCJAG00000043303	NULL	white_tufted_ear_marmoset
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000036593	RCWR01152074.1	9	1361	-1	ENSPEMG00000031125	NULL	prairie_deer_mouse
SEQ	papio_anubis	ENSPANP00000025766	1	101022643	101022973	1	ENSPANG00000035682	NULL	olive_baboon
SEQ	zalophus_californianus	ENSZCAP00015027755	1	32466355	32468444	1	ENSZCAG00015017556	NULL	cali_sea_lion
SEQ	ursus_maritimus	ENSUMAP00000021197	KK498611.1	17293601	17295948	-1	ENSUMAG00000015490	ACTG1	polar_bear
SEQ	equus_caballus	ENSECAP00000025288	12	6900688	6902368	1	ENSECAG00000002481	NULL	domestic_horse
SEQ	aotus_nancymaae	ENSANAP00000000799	KZ198077.1	20062	21190	-1	ENSANAG00000006396	NULL	mas_night_monkey
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000023298	22	26529915	26530586	-1	ENSPEMG00000020378	NULL	prairie_deer_mouse
SEQ	aotus_nancymaae	ENSANAP00000008429	JYKP02012504.1	112	1422	-1	ENSANAG00000022227	NULL	mas_night_monkey
SEQ	callithrix_jacchus	ENSCJAP00000020555	NTIC01011112.1	184501136	184501597	-1	ENSCJAG00000000008	NULL	white_tufted_ear_marmoset
SEQ	moschus_moschiferus	ENSMMSP00000031851	PVHU021072411.1	21404774	21407119	1	ENSMMSG00000023630	ACTG1	siberian_musk_deer
SEQ	macaca_fascicularis	ENSMFAP00000017983	3	40556676	40559222	1	ENSMFAG00000031981	ACTB	crab_eating_macaque
SEQ	canis_lupus_dingo	ENSCAFP00020021730	QKWQ01002087.1	12503090	12504045	1	ENSCAFG00020017181	NULL	dingo
SEQ	aotus_nancymaae	ENSANAP00000007464	KZ199075.1	2513078	2514186	-1	ENSANAG00000021806	NULL	mas_night_monkey
SEQ	nannospalax_galili	ENSNGAP00000020083	KL201873.1	3520389	3520860	-1	ENSNGAG00000019693	Gm17087	upper_galilee_mountains_blind_mole_rat
SEQ	mus_spicilegus	ENSMSIP00000017028	QGOO01037295.1	234715	236417	1	ENSMSIG00000014544	Actg1	steppe_mouse
SEQ	mandrillus_leucophaeus	ENSMLEP00000019750	KN974318.1	2161198	2162357	1	ENSMLEG00000034080	NULL	drill
SEQ	mus_spicilegus	ENSMSIP00000003928	QGOO01009831.1	79	1214	1	ENSMSIG00000003617	NULL	steppe_mouse
SEQ	aotus_nancymaae	ENSANAP00000013354	KZ202883.1	388301	390190	1	ENSANAG00000024575	NULL	mas_night_monkey
SEQ	callithrix_jacchus	ENSCJAP00000044697	NTIC01006668.1	37226187	37232346	1	ENSCJAG00000031773	NULL	white_tufted_ear_marmoset
SEQ	bison_bison_bison	ENSBBBP00000000691	KN264938.1	2316283	2318233	1	ENSBBBG00000009838	ACTB	american_bison
SEQ	aotus_nancymaae	ENSANAP00000020126	KZ204842.1	1493757	1495949	1	ENSANAG00000027813	NULL	mas_night_monkey
SEQ	echinops_telfairi	ENSETEP00000016532	scaffold_244900	2993	3888	1	ENSETEG00000020346	NULL	lesser_hedgehog_tenrec
SEQ	lynx_canadensis	ENSLCNP00005031608	E3	37025400	37028973	1	ENSLCNG00005020599	ACTB	canadian_lynx
SEQ	octodon_degus	ENSODEP00000010393	JH651595.1	6174888	6175353	1	ENSODEG00000007762	NULL	degu
SEQ	loxodonta_africana	ENSLAFP00000028566	scaffold_49	1435847	1437516	1	ENSLAFG00000009167	NULL	african_savanna_elephant
SEQ	sorex_araneus	ENSSARP00000011001	scaffold_85405	78	1025	1	ENSSARG00000012197	ACTB	european_shrew
SEQ	mus_spicilegus	ENSMSIP00000037655	QGOO01036452.1	231000	237142	-1	ENSMSIG00000031358	NULL	steppe_mouse
SEQ	ailuropoda_melanoleuca	ENSAMEP00000016912	GL195481.1	6842	8435	-1	ENSAMEG00000016015	NULL	giant_panda
SEQ	cercocebus_atys	ENSCATP00000036355	KQ009502.1	16236559	16236991	-1	ENSCATG00000040982	NULL	sooty_mangabey
SEQ	cavia_aperea	ENSCAPP00000012474	AVPZ01000744.1	6011766	6012368	-1	ENSCAPG00000013336	NULL	brazilian_guinea_pig
SEQ	rattus_norvegicus	ENSRNOP00000051859	10	109519134	109520846	-1	ENSRNOG00000036701	Actg1	norway_rat
SEQ	cavia_aperea	ENSCAPP00000004611	AVPZ01000744.1	6012548	6013259	-1	ENSCAPG00000007117	NULL	brazilian_guinea_pig
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000014456	WMHW01000657.1	14877	17197	1	ENSCHYG00000009483	NULL	central_asian_red_deer
SEQ	delphinapterus_leucas	ENSDLEP00000013074	ML702075.1	58078843	58079921	1	ENSDLEG00000009581	NULL	beluga_whale
SEQ	tupaia_belangeri	ENSTBEP00000009337	scaffold_31876	41	1307	1	ENSTBEG00000010781	NULL	nothern_tree_shrew
SEQ	callithrix_jacchus	ENSCJAP00000005237	NTIC01034389.1	152161157	152162820	1	ENSCJAG00000002885	NULL	white_tufted_ear_marmoset
SEQ	pan_troglodytes	ENSPTRP00000080203	17	81259913	81262805	-1	ENSPTRG00000048969	ACTG1	chimpanzee
SEQ	echinops_telfairi	ENSETEP00000001794	scaffold_162161	3533	4508	-1	ENSETEG00000002210	NULL	lesser_hedgehog_tenrec
SEQ	nannospalax_galili	ENSNGAP00000009388	KL198737.1	719015	721866	1	ENSNGAG00000012084	Actg1	upper_galilee_mountains_blind_mole_rat
SEQ	canis_lupus_dingo	ENSCAFP00020015232	QKWQ01000898.1	29000383	29004246	-1	ENSCAFG00020012245	NULL	dingo
SEQ	gorilla_gorilla	ENSGGOP00000019151	2B	22401019	22402278	-1	ENSGGOG00000025236	NULL	gorilla
SEQ	callithrix_jacchus	ENSCJAP00000033540	NTIC01038833.1	71551437	71552564	1	ENSCJAG00000058075	NULL	white_tufted_ear_marmoset
SEQ	aotus_nancymaae	ENSANAP00000026449	KZ200969.1	9268187	9269316	1	ENSANAG00000030939	NULL	mas_night_monkey
SEQ	canis_lupus_familiaris	ENSCAFP00000022281	9	635978	638328	1	ENSCAFG00000005734	ACTG1	domestic_dog
SEQ	procavia_capensis	ENSPCAP00000000771	GeneScaffold_5926	67978	69658	-1	ENSPCAG00000000854	NULL	cape_rock_hyrax
SEQ	ailuropoda_melanoleuca	ENSAMEP00000006962	GL192483.1	1624399	1626339	-1	ENSAMEG00000006601	ACTB	giant_panda
SEQ	carlito_syrichta	ENSTSYP00000030184	KE950138.1	327267	328392	-1	ENSTSYG00000033140	NULL	philippine_tarsier
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000012686	23	30635454	30637336	1	ENSPEMG00000012952	NULL	prairie_deer_mouse
