SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	pteropus_vampyrus	ENSPVAP00000006714	GeneScaffold_3995	124385	131724	-1	ENSPVAG00000007116	ACTR1B
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000008169	11	4238027	4247697	1	ENSCHYG00000005158	NULL
SEQ	vulpes_vulpes	ENSVVUP00000040322	NBDQ01000011.1	9410859	9418025	1	ENSVVUG00000028806	ACTR1B
SEQ	panthera_leo	ENSPLOP00000015785	B1	76762978	76771166	-1	ENSPLOG00000011566	ACTR1B
SEQ	canis_lupus_familiaris	ENSCAFP00000045578	10	44899103	44972613	1	ENSCAFG00000002380	ACTR1B
SEQ	procavia_capensis	ENSPCAP00000010887	scaffold_6906	4402	12403	1	ENSPCAG00000011660	ACTR1B
SEQ	camelus_dromedarius	ENSCDRP00005027723	28	6387077	6398471	1	ENSCDRG00005019074	ACTR1B
SEQ	loxodonta_africana	ENSLAFP00000017401	scaffold_129	2170236	2178182	-1	ENSLAFG00000022898	ACTR1B
SEQ	ochotona_princeps	ENSOPRP00000001885	GeneScaffold_2224	32718	39064	-1	ENSOPRG00000002042	ACTR1B
SEQ	equus_caballus	ENSECAP00000002026	15	11881905	11890611	1	ENSECAG00000002758	ACTR1B
SEQ	canis_lupus_dingo	ENSCAFP00020032514	QKWQ01001844.1	29933536	29941698	1	ENSCAFG00020025337	ACTR1B
SEQ	callithrix_jacchus	ENSCJAP00000071932	NTIC01005557.1	2272564	2278167	-1	ENSCJAG00000016919	ACTR1B
SEQ	ursus_maritimus	ENSUMAP00000015914	KK498653.1	3450720	3459023	1	ENSUMAG00000011700	ACTR1B
SEQ	carlito_syrichta	ENSTSYP00000024911	KE931262.1	186055	194556	-1	ENSTSYG00000000406	ACTR1B
SEQ	zalophus_californianus	ENSZCAP00015021805	8	77374348	77382073	-1	ENSZCAG00015013926	ACTR1B
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000004719	21	38788409	38799748	1	ENSPEMG00000007093	Actr1b
SEQ	papio_anubis	ENSPANP00000012176	13	89380675	89387672	-1	ENSPANG00000005064	ACTR1B
