SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	delphinapterus_leucas	ENSDLEP00000017002	ML702038.1	25284848	25298022	1	ENSDLEG00000012463	ACTR8
SEQ	tupaia_belangeri	ENSTBEP00000006167	GeneScaffold_3519	562382	609442	-1	ENSTBEG00000007123	NULL
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000019486	9	28222616	28239402	1	ENSPEMG00000017762	Actr8
SEQ	ailuropoda_melanoleuca	ENSAMEP00000002587	GL193985.1	309495	324388	-1	ENSAMEG00000002430	ACTR8
SEQ	pteropus_vampyrus	ENSPVAP00000015368	GeneScaffold_3989	682424	698391	-1	ENSPVAG00000016289	ACTR8
SEQ	callithrix_jacchus	ENSCJAP00000014096	NTIC01006668.1	29007522	29021810	-1	ENSCJAG00000007566	ACTR8
SEQ	nomascus_leucogenys	ENSNLEP00000008821	4	98908149	98921825	1	ENSNLEG00000007232	ACTR8
SEQ	choloepus_hoffmanni	ENSCHOP00000007956	GeneScaffold_440	16482	29362	-1	ENSCHOG00000008989	ACTR8
SEQ	loxodonta_africana	ENSLAFP00000001150	scaffold_12	13699778	13713659	1	ENSLAFG00000001366	ACTR8
SEQ	sus_scrofa	ENSSSCP00000012209	13	35910692	35987141	-1	ENSSSCG00000011458	ACTR8
SEQ	ochotona_princeps	ENSOPRP00000002071	GeneScaffold_230	17173	60413	-1	ENSOPRG00000002241	ACTR8
SEQ	felis_catus	ENSFCAP00000040712	A2	22302005	22315044	-1	ENSFCAG00000013028	ACTR8
SEQ	lynx_canadensis	ENSLCNP00005006834	A2	22153040	22168720	-1	ENSLCNG00005004513	ACTR8
SEQ	mandrillus_leucophaeus	ENSMLEP00000034068	KN975157.1	1243987	1258610	1	ENSMLEG00000041210	ACTR8
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000035967	24	13357629	13373194	-1	ENSCHYG00000023965	ACTR8
SEQ	papio_anubis	ENSPANP00000008927	2	81709941	81726691	1	ENSPANG00000017722	ACTR8
SEQ	chinchilla_lanigera	ENSCLAP00000013199	JH721890.1	3851758	3867291	-1	ENSCLAG00000009113	ACTR8
SEQ	dasypus_novemcinctus	ENSDNOP00000015300	JH569195.1	1732368	1751346	-1	ENSDNOG00000019728	ACTR8
SEQ	castor_canadensis	ENSCCNP00000026295	MTKA01003290.1	16392	31817	1	ENSCCNG00000025532	Actr8
SEQ	panthera_leo	ENSPLOP00000006228	A3	19464465	19480414	-1	ENSPLOG00000004538	ACTR8
SEQ	zalophus_californianus	ENSZCAP00015008565	1	22184677	22200084	-1	ENSZCAG00015005473	ACTR8
SEQ	procavia_capensis	ENSPCAP00000011362	GeneScaffold_408	17526	24842	-1	ENSPCAG00000012206	ACTR8
SEQ	erinaceus_europaeus	ENSEEUP00000012341	GeneScaffold_2429	2765	30626	-1	ENSEEUG00000013533	ACTR8
SEQ	pan_troglodytes	ENSPTRP00000025963	3	54994039	55007842	-1	ENSPTRG00000015029	ACTR8
SEQ	rattus_norvegicus	ENSRNOP00000020750	16	6048004	6062550	1	ENSRNOG00000015280	Actr8
SEQ	bison_bison_bison	ENSBBBP00000010004	KN265019.1	12412514	12427688	1	ENSBBBG00000018166	ACTR8
