SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	octodon_degus	ENSODEP00000009023	JH651529.1	17905211	17967057	-1	ENSODEG00000006746	NULL
SEQ	equus_asinus_asinus	ENSEASP00005010559	PSZQ01006875.1	6591062	6645873	1	ENSEASG00005007495	ACTR3
SEQ	ochotona_princeps	ENSOPRP00000008427	GeneScaffold_1348	96611	163725	1	ENSOPRG00000009211	ACTR3
SEQ	macaca_fascicularis	ENSMFAP00000041987	12	18300214	18376214	-1	ENSMFAG00000041594	ACTR3
SEQ	dasypus_novemcinctus	ENSDNOP00000007852	JH582166.1	35617	104647	-1	ENSDNOG00000010136	ACTR3
SEQ	callithrix_jacchus	ENSCJAP00000025976	NTIC01035500.1	92193814	92241490	1	ENSCJAG00000014091	NULL
SEQ	procavia_capensis	ENSPCAP00000006049	GeneScaffold_2153	14592	75288	1	ENSPCAG00000006505	ACTR3
SEQ	carlito_syrichta	ENSTSYP00000002578	KE941353.1	388413	438290	1	ENSTSYG00000002818	NULL
SEQ	octodon_degus	ENSODEP00000021276	JH651516.1	16720907	16722110	1	ENSODEG00000015661	NULL
SEQ	tupaia_belangeri	ENSTBEP00000011093	GeneScaffold_1532	60375	140452	1	ENSTBEG00000012805	NULL
SEQ	zalophus_californianus	ENSZCAP00015012150	7	68074916	68077164	-1	ENSZCAG00015007881	NULL
SEQ	vulpes_vulpes	ENSVVUP00000008131	NBDQ01000114.1	3085360	3141689	-1	ENSVVUG00000006155	ACTR3
SEQ	chinchilla_lanigera	ENSCLAP00000008126	JH721919.1	15216914	15284013	-1	ENSCLAG00000005698	ACTR3
SEQ	zalophus_californianus	ENSZCAP00015006582	3	99028082	99087324	-1	ENSZCAG00015004172	NULL
SEQ	delphinapterus_leucas	ENSDLEP00000020371	ML702082.1	2373251	2374172	-1	ENSDLEG00000014824	NULL
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000025806	20	111175603	111176859	-1	ENSCHYG00000017305	NULL
SEQ	echinops_telfairi	ENSETEP00000010315	GeneScaffold_2449	5895	66835	1	ENSETEG00000012720	ACTR3
SEQ	panthera_leo	ENSPLOP00000010904	C2	97379484	97457192	1	ENSPLOG00000007973	ACTR3
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000029221	33	61773745	61822938	1	ENSCHYG00000019486	NULL
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000028199	14	68117663	68119435	-1	ENSCHYG00000018823	NULL
SEQ	loxodonta_africana	ENSLAFP00000011177	scaffold_3	98653300	98695277	1	ENSLAFG00000013354	ACTR3
SEQ	sorex_araneus	ENSSARP00000008933	GeneScaffold_2027	22313	48298	1	ENSSARG00000009876	ACTR3
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000001028	6	19697374	19699510	1	ENSCHYG00000000649	NULL
SEQ	pteropus_vampyrus	ENSPVAP00000010458	GeneScaffold_1031	54085	105477	1	ENSPVAG00000011094	ACTR3
SEQ	delphinapterus_leucas	ENSDLEP00000023008	ML702015.1	14539879	14595775	-1	ENSDLEG00000016689	ACTR3
SEQ	moschus_moschiferus	ENSMMSP00000013016	PVHU020014498.1	12810149	12811725	1	ENSMMSG00000009975	NULL
SEQ	cavia_aperea	ENSCAPP00000016396	AVPZ01000334.1	54747793	54786345	1	ENSCAPG00000016293	ACTR3
SEQ	canis_lupus_dingo	ENSCAFP00020019675	QKWQ01000695.1	8671885	8728588	-1	ENSCAFG00020015635	ACTR3
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000027783	27	38987264	38988520	-1	ENSCHYG00000018558	NULL
SEQ	oryctolagus_cuniculus	ENSOCUP00000003800	7	69195658	69252452	-1	ENSOCUG00000004395	NULL
SEQ	ailuropoda_melanoleuca	ENSAMEP00000015812	GL193286.1	674638	734316	-1	ENSAMEG00000014979	ACTR3
SEQ	mus_spicilegus	ENSMSIP00000001390	QGOO01000962.1	7886593	7928579	1	ENSMSIG00000001372	Actr3
SEQ	cercocebus_atys	ENSCATP00000021272	KQ009971.1	2026846	2100207	-1	ENSCATG00000034264	ACTR3
SEQ	rattus_norvegicus	ENSRNOP00000071780	13	41695183	41738658	-1	ENSRNOG00000003206	Actr3
SEQ	papio_anubis	ENSPANP00000030874	12	17137403	17209495	-1	ENSPANG00000011576	ACTR3
SEQ	camelus_dromedarius	ENSCDRP00005021714	5	13019657	13067360	-1	ENSCDRG00005015049	ACTR3
SEQ	lynx_canadensis	ENSLCNP00005011690	C1	123017706	123033038	-1	ENSLCNG00005007651	NULL
SEQ	moschus_moschiferus	ENSMMSP00000026059	PVHU020002050.1	8913993	8915441	-1	ENSMMSG00000019617	NULL
SEQ	ursus_maritimus	ENSUMAP00000006325	KK498623.1	143378	180493	-1	ENSUMAG00000004954	ACTR3
SEQ	octodon_degus	ENSODEP00000009556	JH651543.1	612182	612848	1	ENSODEG00000007147	NULL
SEQ	equus_caballus	ENSECAP00000018525	18	16406010	16460451	-1	ENSECAG00000020867	ACTR3
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000013649	11	24364845	24410066	-1	ENSPEMG00000013664	Actr3
SEQ	nomascus_leucogenys	ENSNLEP00000014180	20	20048327	20119539	1	ENSNLEG00000011619	ACTR3
SEQ	aotus_nancymaae	ENSANAP00000024935	KZ206783.1	3680567	3751991	1	ENSANAG00000030124	ACTR3
SEQ	bison_bison_bison	ENSBBBP00000019614	KN265045.1	365882	412072	-1	ENSBBBG00000013025	NULL
SEQ	mandrillus_leucophaeus	ENSMLEP00000016704	KN979318.1	4615736	4686453	1	ENSMLEG00000032560	ACTR3
SEQ	moschus_moschiferus	ENSMMSP00000030642	PVHU020014497.1	2930358	2978552	1	ENSMMSG00000022842	NULL
