SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	papio_anubis	ENSPANP00000043102	3	174890187	174993886	1	ENSPANG00000006816	ACTR3B
SEQ	chinchilla_lanigera	ENSCLAP00000003205	JH721951.1	6686420	6742099	1	ENSCLAG00000002298	ACTR3B
SEQ	panthera_leo	ENSPLOP00000004585	A3	157588045	157677518	1	ENSPLOG00000003354	NULL
SEQ	castor_canadensis	ENSCCNP00000028566	MTKA01001459.1	225666	235933	1	ENSCCNG00000027502	NULL
SEQ	pan_troglodytes	ENSPTRP00000034079	7	156880069	156975683	1	ENSPTRG00000019897	ACTR3B
SEQ	canis_lupus_dingo	ENSCAFP00020006616	QKWQ01000528.1	24990815	25074655	-1	ENSCAFG00020005358	NULL
SEQ	dasypus_novemcinctus	ENSDNOP00000031779	JH568431.1	740635	886161	-1	ENSDNOG00000019288	NULL
SEQ	vulpes_vulpes	ENSVVUP00000009823	NBDQ01000015.1	21987462	22069926	-1	ENSVVUG00000007255	NULL
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000020371	3	63104753	63199119	1	ENSPEMG00000018361	Actr3b
SEQ	gorilla_gorilla	ENSGGOP00000028592	7	149886539	149925000	-1	ENSGGOG00000034843	NULL
SEQ	bison_bison_bison	ENSBBBP00000021913	KN265094.1	1813092	1885580	-1	ENSBBBG00000006993	NULL
