SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene	CommonName	Order
SEQ	panthera_pardus	ENSPPRP00000014288	KV860277.1	44011812	44013914	-1	ENSPPRG00000007231	ACTRT3	leopard	carnivora
SEQ	panthera_leo	ENSPLOP00000025780	D1	61688078	61689990	-1	ENSPLOG00000018929	ACTRT3	lion	carnivora
SEQ	delphinapterus_leucas	ENSDLEP00000013864	ML702122.1	108152745	108154442	1	ENSDLEG00000010182	ACTRT3	beluga_whale	cetacea
SEQ	pteropus_vampyrus	ENSPVAP00000001637	GeneScaffold_464	595546	597378	-1	ENSPVAG00000001735	ACTRT3	large_flying_fox	chiroptera
SEQ	dasypus_novemcinctus	ENSDNOP00000029663	JH562293.1	1628217	1634145	1	ENSDNOG00000045149	ACTRT3	nine_banded_armadillo	cingulata
SEQ	erinaceus_europaeus	ENSEEUP00000009321	scaffold_78384	5	781	-1	ENSEEUG00000010250	ACTRT3	western_european_hedgehog	eulipotyphyla
SEQ	sorex_araneus	ENSSARP00000008447	GeneScaffold_6621	4	915	-1	ENSSARG00000009357	ACTRT3	european_shrew	eulipotyphyla
SEQ	procavia_capensis	ENSPCAP00000014147	GeneScaffold_6671	8677	11431	-1	ENSPCAG00000015176	ACTRT3	cape_rock_hyrax	hyracoidea
SEQ	oryctolagus_cuniculus	ENSOCUP00000002816	14	64666673	64670215	-1	ENSOCUG00000003248	ACTRT3	rabbit	lagomorpha
SEQ	ochotona_princeps	ENSOPRP00000006234	GeneScaffold_4601	15108	18231	-1	ENSOPRG00000006818	ACTRT3	american_pika	lagomorpha
SEQ	equus_asinus_asinus	ENSEASP00005025325	PSZQ01001687.1	12410985	12412821	1	ENSEASG00005017245	ACTRT3	donkey	perissodactyla
SEQ	equus_caballus	ENSECAP00000034850	19	12585691	12589966	-1	ENSECAG00000033033	ACTRT3	domestic_horse	perissodactyla
SEQ	choloepus_hoffmanni	ENSCHOP00000002681	scaffold_65136	5	1835	-1	ENSCHOG00000003026	ACTRT3	Hoffmanns_two_fingered_sloth	pilosa
SEQ	callithrix_jacchus	ENSCJAP00000004797	NTIC01008890.1	9123421	9125122	1	ENSCJAG00000002650	ACTRT3	white_tufted_ear_marmoset	primates
SEQ	papio_anubis	ENSPANP00000003727	2	116459709	116465574	1	ENSPANG00000019098	ACTRT3	olive_baboon	primates
SEQ	macaca_fascicularis	ENSMFAP00000044482	2	73965296	73969329	-1	ENSMFAG00000039587	ACTRT3	crab_eating_macaque	primates
SEQ	aotus_nancymaae	ENSANAP00000036681	KZ197721.1	422933	424943	1	ENSANAG00000035854	ACTRT3	mas_night_monkey	primates
SEQ	cercocebus_atys	ENSCATP00000037788	KQ012896.1	6819342	6823291	-1	ENSCATG00000041606	ACTRT3	sooty_mangabey	primates
SEQ	nomascus_leucogenys	ENSNLEP00000006118	11	94222528	94225526	-1	ENSNLEG00000005055	ACTRT3	gibbon	primates
SEQ	pan_troglodytes	ENSPTRP00000026851	3	173454185	173457664	-1	ENSPTRG00000015604	ACTRT3	chimpanzee	primates
SEQ	gorilla_gorilla	ENSGGOP00000013076	3	172549248	172557504	-1	ENSGGOG00000013412	ACTRT3	gorilla	primates
SEQ	loxodonta_africana	ENSLAFP00000015385	scaffold_42	10599051	10602011	1	ENSLAFG00000018361	ACTRT3	african_savanna_elephant	proboscidea
SEQ	rattus_norvegicus	ENSRNOP00000038451	2	116416507	116418582	1	ENSRNOG00000027908	Actrt3	norway_rat	rodentia
SEQ	mus_spicilegus	ENSMSIP00000009763	QGOO01037514.1	1571941	1575665	-1	ENSMSIG00000008588	Actrt3	steppe_mouse	rodentia
SEQ	mus_musculus	ENSMUSP00000048360	3	30597073	30599939	-1	ENSMUSG00000037737	Actrt3	house_mouse	rodentia
SEQ	octodon_degus	ENSODEP00000011144	JH651570.1	6766356	6767944	1	ENSODEG00000008290	ACTRT3	degu	rodentia
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000020622	6	13891992	13893814	1	ENSPEMG00000018524	Actrt3	prairie_deer_mouse	rodentia
SEQ	castor_canadensis	ENSCCNP00000003281	MTKA01003503.1	16323	17953	-1	ENSCCNG00000003531	Actrt3	american_beaver	rodentia
SEQ	chinchilla_lanigera	ENSCLAP00000019769	JH721880.1	27024	30182	-1	ENSCLAG00000013559	ACTRT3	long_tailed_chinchilla	rodentia
SEQ	nannospalax_galili	ENSNGAP00000001079	KL200152.1	2070870	2072999	1	ENSNGAG00000000811	Actrt3	upper_galilee_mountains_blind_mole_rat	rodentia
SEQ	tupaia_belangeri	ENSTBEP00000006259	GeneScaffold_5054	217165	219369	-1	ENSTBEG00000007258	ACTRT3	nothern_tree_shrew	scandentia
