SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	pan_paniscus	ENSPPAP00000017586	3	184768214	184790586	1	ENSPPAG00000031814	ACTL6A
SEQ	cyanistes_caeruleus	ENSCCEP00000007226	PDCF01000018.1	6302559	6310624	1	ENSCCEG00000007481	ACTL6A
SEQ	apteryx_rowi	ENSARWP00000025102	PTFB01000011.1	1237661	1246549	-1	ENSARWG00000017084	ACTL6A
SEQ	tupaia_belangeri	ENSTBEP00000005266	GeneScaffold_2530	4	17816	1	ENSTBEG00000006118	ACTL6A
SEQ	laticauda_laticaudata	ENSLLTP00000009888	BHFT01021121.1	23834	41496	-1	ENSLLTG00000007568	ACTL6A
SEQ	gopherus_agassizii	ENSGAGP00000022439	PPEB01000515.1	306761	322962	-1	ENSGAGG00000016463	ACTL6A
SEQ	leptobrachium_leishanense	ENSLLEP00000044679	4	130815970	130849274	1	ENSLLEG00000028299	NULL
SEQ	vicugna_pacos	ENSVPAP00000006156	GeneScaffold_2821	398588	421699	1	ENSVPAG00000006628	ACTL6A
SEQ	cyprinus_carpio_huanghe	ENSCCRP00015053153	SAUI01112519.1	271101	276536	1	ENSCCRG00015021947	actl6a
SEQ	cyprinus_carpio	ENSCCRP00000068571	LN595195.1	84919	89250	1	ENSCCRG00000036950	actl6a
SEQ	mus_spicilegus	ENSMSIP00000037990	QGOO01036814.1	814333	828131	-1	ENSMSIG00000031649	Actl6a
SEQ	sinocyclocheilus_anshuiensis	ENSSANP00000106402	LAVE01S013151.1	425197	437556	1	ENSSANG00000052006	actl6a
SEQ	dromaius_novaehollandiae	ENSDNVP00000026991	PTEY01000497.1	10109	18663	-1	ENSDNVG00000018752	ACTL6A
SEQ	pelodiscus_sinensis	ENSPSIP00000013199	JH224657.1	5310514	5324517	-1	ENSPSIG00000011750	ACTL6A
SEQ	carassius_auratus	ENSCARP00000127964	31	13550240	13559523	-1	ENSCARG00000066963	actl6a
SEQ	carlito_syrichta	ENSTSYP00000001422	KE926879.1	277007	298193	1	ENSTSYG00000001527	ACTL6A
SEQ	sander_lucioperca	ENSSLUP00000001118	VTTG01000021.1	3726106	3735646	-1	ENSSLUG00000000576	actl6a
SEQ	delphinapterus_leucas	ENSDLEP00000019959	ML702122.1	98952807	98973423	-1	ENSDLEG00000014465	ACTL6A
SEQ	neolamprologus_brichardi	ENSNBRP00000022528	JH422373.1	2175022	2176551	-1	ENSNBRG00000017268	actl6a
SEQ	propithecus_coquereli	ENSPCOP00000030062	KQ017406.1	1382433	1406461	-1	ENSPCOG00000027739	ACTL6A
SEQ	numida_meleagris	ENSNMEP00000022246	4	6727717	6734996	1	ENSNMEG00000019021	ACTL6A
SEQ	amazona_collaria	ENSACOP00000012940	RQIO01000025.1	2454011	2463280	-1	ENSACOG00000008995	ACTL6A
SEQ	anser_brachyrhynchus	ENSABRP00000027041	NXHY01000073.1	301549	309180	-1	ENSABRG00000022528	ACTL6A
SEQ	nothobranchius_furzeri	ENSNFUP00015054827	sgr17	21779537	21786005	1	ENSNFUG00015025411	ACTL6A
SEQ	neovison_vison	ENSNVIP00000022661	FNWR01000119.1	4860820	4884026	-1	ENSNVIG00000017593	ACTL6A
SEQ	macaca_mulatta	ENSMMUP00000012750	2	84713332	84739766	1	ENSMMUG00000009742	ACTL6A
SEQ	cyprinus_carpio_huanghe	ENSCCRP00015066002	SAUI01104190.1	542761	552341	-1	ENSCCRG00015026819	actl6a
SEQ	neolamprologus_brichardi	ENSNBRP00000005232	JH423141.1	21	7210	1	ENSNBRG00000004140	actl6a
SEQ	echinops_telfairi	ENSETEP00000015728	GeneScaffold_3921	1202	37841	1	ENSETEG00000019357	ACTL6A
SEQ	larimichthys_crocea	ENSLCRP00005002244	XVII	21615478	21623561	-1	ENSLCRG00005001121	actl6a
SEQ	xenopus_tropicalis	ENSXETP00000092883	5	95097815	95108759	1	ENSXETG00000007260	actl6a
SEQ	callithrix_jacchus	ENSCJAP00000024094	NTIC01006668.1	1212370	1237714	1	ENSCJAG00000013036	ACTL6A
SEQ	panthera_pardus	ENSPPRP00000004090	KV860313.1	8154196	8184538	1	ENSPPRG00000000310	ACTL6A
SEQ	chelonoidis_abingdonii	ENSCABP00000026289	PKMU01000667.1	2017506	2033521	1	ENSCABG00000019237	ACTL6A
SEQ	sus_scrofa	ENSSSCP00000012532	13	117598493	117628493	1	ENSSSCG00000011762	ACTL6A
SEQ	amphiprion_ocellaris	ENSAOCP00000004927	NXFZ01001959.1	334685	355778	1	ENSAOCG00000008382	actl6a
SEQ	pygocentrus_nattereri	ENSPNAP00000019983	KV575340.1	2622854	2632119	1	ENSPNAG00000026758	actl6a
SEQ	ovis_aries	ENSOARP00000022244	1	205723456	205741843	-1	ENSOARG00000020696	ACTL6A
SEQ	jaculus_jaculus	ENSJJAP00000015735	JH725443.1	23197480	23219941	-1	ENSJJAG00000017810	Actl6a
SEQ	rattus_norvegicus	ENSRNOP00000015460	2	119112513	119129751	1	ENSRNOG00000011553	Actl6a
SEQ	poecilia_reticulata	ENSPREP00000022295	LG4	27528064	27535320	1	ENSPREG00000015047	actl6a
SEQ	procavia_capensis	ENSPCAP00000015403	GeneScaffold_3385	679	27264	1	ENSPCAG00000016438	ACTL6A
SEQ	buteo_japonicus	ENSBJAP00000007764	ML989075.1	9224212	9232823	1	ENSBJAG00000005371	ACTL6A
SEQ	oryzias_latipes_hsok	ENSORLP00015033328	4	9706354	9718160	-1	ENSORLG00015018660	actl6a
SEQ	microcebus_murinus	ENSMICP00000051580	1	72612842	72635631	1	ENSMICG00000049032	ACTL6A
SEQ	oncorhynchus_tshawytscha	ENSOTSP00005009088	6	4611713	4629856	1	ENSOTSG00005004894	actl6a
SEQ	prolemur_simus	ENSPSMP00000037257	MPIZ01001074.1	85680	103337	1	ENSPSMG00000025614	ACTL6A
SEQ	acanthochromis_polyacanthus	ENSAPOP00000028699	MVNR01000313.1	570553	590915	-1	ENSAPOG00000014111	actl6a
SEQ	mesocricetus_auratus	ENSMAUP00000020993	KB708146.1	15359172	15368522	-1	ENSMAUG00000018855	NULL
SEQ	urocitellus_parryii	ENSUPAP00010028766	QVIC01000023.1	3760509	3787504	-1	ENSUPAG00010022696	ACTL6A
SEQ	camarhynchus_parvulus	ENSCPVP00000021801	9	6703183	6711301	1	ENSCPVG00000015668	ACTL6A
SEQ	tursiops_truncatus	ENSTTRP00000008447	GeneScaffold_1443	3181	30713	1	ENSTTRG00000008907	ACTL6A
SEQ	ficedula_albicollis	ENSFALP00000008723	JH603178.1	12481330	12490532	-1	ENSFALG00000008369	ACTL6A
SEQ	cebus_capucinus	ENSCCAP00000023349	KV389779.1	1155467	1180339	1	ENSCCAG00000029449	ACTL6A
SEQ	danio_rerio	ENSDARP00000095078	6	29386728	29395704	1	ENSDARG00000070828	actl6a
SEQ	otus_sunia	ENSOSUP00000011185	ML997717.1	2865843	2875115	1	ENSOSUG00000008090	ACTL6A
SEQ	denticeps_clupeoides	ENSDCDP00000023606	13	2546613	2551627	-1	ENSDCDG00000017903	actl6a
SEQ	gouania_willdenowi	ENSGWIP00000055385	4	17493501	17502888	1	ENSGWIG00000026350	actl6a
SEQ	oncorhynchus_mykiss	ENSOMYP00000003421	1	6505300	6521455	-1	ENSOMYG00000001822	actl6a
SEQ	cynoglossus_semilaevis	ENSCSEP00000021232	2	1227611	1234736	1	ENSCSEG00000013552	actl6a
SEQ	tetraodon_nigroviridis	ENSTNIP00000018618	1	16546145	16551551	-1	ENSTNIG00000015546	actl6a
SEQ	bos_taurus_hybrid	ENSBIXP00000021110	1	69585167	69616647	1	ENSBIXG00000004884	ACTL6A
SEQ	lonchura_striata_domestica	ENSLSDP00000004477	MUZQ01000694.1	46574	55210	1	ENSLSDG00000003487	ACTL6A
SEQ	choloepus_hoffmanni	ENSCHOP00000008395	GeneScaffold_3634	13242	34519	1	ENSCHOG00000009477	ACTL6A
SEQ	seriola_dumerili	ENSSDUP00000004255	BDQW01000002.1	2243103	2254206	-1	ENSSDUG00000003168	actl6a
SEQ	cyprinus_carpio_hebaored	ENSCCRP00020018077	SAUJ01034435.1	1113983	1124282	1	ENSCCRG00020008421	actl6a
SEQ	podarcis_muralis	ENSPMRP00000005797	5	89585569	89634992	1	ENSPMRG00000003934	ACTL6A
SEQ	struthio_camelus_australis	ENSSCUP00000023649	KL206809.1	208604	216633	1	ENSSCUG00000017355	ACTL6A
SEQ	corvus_moneduloides	ENSCMUP00000019670	VRTO01000048.1	618318	626652	1	ENSCMUG00000012155	ACTL6A
SEQ	naja_naja	ENSNNAP00000011857	4	175992155	176011026	1	ENSNNAG00000007971	ACTL6A
SEQ	cairina_moschata_domestica	ENSCMMP00000012061	9	17171991	17180401	-1	ENSCMMG00000006999	ACTL6A
SEQ	canis_lupus_familiaris	ENSCAFP00000016743	34	12960699	12987962	1	ENSCAFG00000011364	ACTL6A
SEQ	eptatretus_burgeri	ENSEBUP00000017528	FYBX02009990.1	435694	494928	1	ENSEBUG00000010944	actl6a
SEQ	labrus_bergylta	ENSLBEP00000036463	FKLU01000314.1	456875	466177	1	ENSLBEG00000027275	actl6a
SEQ	astyanax_mexicanus	ENSAMXP00000012224	APWO02000181.1	790562	802791	-1	ENSAMXG00000011893	actl6a
SEQ	amphiprion_percula	ENSAPEP00000008029	2	42433124	42462796	1	ENSAPEG00000005765	actl6a
SEQ	camelus_dromedarius	ENSCDRP00005000490	1	48324074	48351628	1	ENSCDRG00005000384	ACTL6A
SEQ	zalophus_californianus	ENSZCAP00015000229	1	130670989	130700460	1	ENSZCAG00015000172	ACTL6A
SEQ	leptobrachium_leishanense	ENSLLEP00000041936	RXON01002408.1	1047	36641	-1	ENSLLEG00000026596	NULL
SEQ	electrophorus_electricus	ENSEEEP00000033128	RBHW02000206.1	587891	593191	-1	ENSEEEG00000015758	actl6a
SEQ	stachyris_ruficeps	ENSCRFP00000006572	VZDJ01000301.1	4918843	4930419	-1	ENSCRFG00000005222	ACTL6A
SEQ	betta_splendens	ENSBSLP00000038290	4	8469941	8474940	-1	ENSBSLG00000018405	actl6a
SEQ	sciurus_vulgaris	ENSSVLP00005018719	11	120111901	120118977	1	ENSSVLG00005014960	NULL
SEQ	heterocephalus_glaber_male	ENSHGLP00100004970	JH172319.1	534594	557010	-1	ENSHGLG00100003769	ACTL6A
SEQ	hucho_hucho	ENSHHUP00000074485	QNTS01000242.1	294444	313500	-1	ENSHHUG00000043679	actl6a
SEQ	bos_mutus	ENSBMUP00000022249	JH880812.1	1540263	1571906	1	ENSBMUG00000016746	ACTL6A
SEQ	monopterus_albus	ENSMALP00000025298	KV884719.1	3640878	3653532	1	ENSMALG00000017583	actl6a
SEQ	xiphophorus_couchianus	ENSXCOP00000003744	KQ557224.1	15815862	15824008	-1	ENSXCOG00000002925	actl6a
SEQ	chrysolophus_pictus	ENSCPIP00010003964	KZ860623.1	2634429	2643495	-1	ENSCPIG00010003061	ACTL6A
SEQ	oreochromis_aureus	ENSOABP00000009754	VASH01000732.1	100371	116730	1	ENSOABG00000004862	actl6a
SEQ	rhinopithecus_bieti	ENSRBIP00000025406	MCGX01000520.1	3183135	3212170	-1	ENSRBIG00000036584	ACTL6A
SEQ	carassius_auratus	ENSCARP00000000555	6	18656413	18662617	1	ENSCARG00000000347	actl6a
SEQ	anas_platyrhynchos	ENSAPLP00020024286	9	7691706	7699794	1	ENSAPLG00020016774	ACTL6A
SEQ	poecilia_latipinna	ENSPLAP00000024877	KQ546651.1	137160	153165	-1	ENSPLAG00000011475	actl6a
SEQ	pelusios_castaneus	ENSPCEP00000003612	ML685816.1	11169167	11180318	1	ENSPCEG00000002886	ACTL6A
SEQ	papio_anubis	ENSPANP00000008057	2	106483445	106508760	-1	ENSPANG00000024431	ACTL6A
SEQ	haplochromis_burtoni	ENSHBUP00000020262	JH425446.1	1511015	1520204	-1	ENSHBUG00000022531	actl6a
SEQ	ursus_maritimus	ENSUMAP00000010040	KK498707.1	12936138	12961654	-1	ENSUMAG00000007556	ACTL6A
SEQ	salarias_fasciatus	ENSSFAP00005055990	23	16215228	16223928	1	ENSSFAG00005026423	actl6a
SEQ	lynx_canadensis	ENSLCNP00005016686	C2	71648985	71678567	1	ENSLCNG00005011007	ACTL6A
SEQ	gallus_gallus	ENSGALP00000038778	9	17592937	17602342	-1	ENSGALG00000009061	ACTL6A
SEQ	panthera_tigris_altaica	ENSPTIP00000006319	KE722121.1	3533541	3552278	-1	ENSPTIG00000008261	ACTL6A
SEQ	serinus_canaria	ENSSCAP00000016957	HG009219.1	6630964	6639738	1	ENSSCAG00000012338	ACTL6A
SEQ	periophthalmus_magnuspinnatus	ENSPMGP00000015767	KN462826.1	340046	346766	-1	ENSPMGG00000012888	actl6a
SEQ	cottoperca_gobio	ENSCGOP00000050206	4	19957640	19964674	1	ENSCGOG00000022076	actl6a
SEQ	dasypus_novemcinctus	ENSDNOP00000008813	JH578111.1	979791	1011769	-1	ENSDNOG00000011367	ACTL6A
SEQ	ailuropoda_melanoleuca	ENSAMEP00000011422	GL192341.1	4407374	4427034	1	ENSAMEG00000010856	ACTL6A
SEQ	maylandia_zebra	ENSMZEP00005002724	LG23	185226	196838	1	ENSMZEG00005002142	actl6a
SEQ	pseudonaja_textilis	ENSPTXP00000025514	ULFR01000030.1	2191107	2208612	-1	ENSPTXG00000017752	ACTL6A
SEQ	theropithecus_gelada	ENSTGEP00000032485	2	111116164	111141693	-1	ENSTGEG00000025970	ACTL6A
SEQ	scleropages_formosus	ENSSFOP00015073710	25	14524804	14532365	1	ENSSFOG00015015503	actl6a
SEQ	esox_lucius	ENSELUP00000028081	LG08	7799286	7809830	-1	ENSELUG00000004543	actl6a
SEQ	seriola_lalandi_dorsalis	ENSSLDP00000022741	PEQF01096609.1	1186867	1200106	-1	ENSSLDG00000017725	actl6a
SEQ	piliocolobus_tephrosceles	ENSPTEP00000030942	PDMG02000101.1	19214082	19238457	-1	ENSPTEG00000030027	ACTL6A
SEQ	xiphophorus_maculatus	ENSXMAP00000018282	9	13750683	13758384	1	ENSXMAG00000018223	actl6a
SEQ	gadus_morhua	ENSGMOP00000018602	GeneScaffold_1780	1446701	1455738	1	ENSGMOG00000017298	actl6a
SEQ	anas_platyrhynchos_platyrhynchos	ENSAPLP00000011619	9	18740956	18748080	-1	ENSAPLG00000011809	ACTL6A
SEQ	apteryx_haastii	ENSAHAP00000015824	PTFD01000013.1	1982837	1991534	-1	ENSAHAG00000010854	ACTL6A
SEQ	oreochromis_niloticus	ENSONIP00000002100	LG23	45499307	45514588	-1	ENSONIG00000001678	actl6a
SEQ	manacus_vitellinus	ENSMVIP00005019861	MCBO02000559.1	800713	812545	1	ENSMVIG00005014041	NULL
SEQ	canis_lupus_dingo	ENSCAFP00020029646	QKWQ01001007.1	12939772	12968057	1	ENSCAFG00020023126	ACTL6A
SEQ	ovis_aries_rambouillet	ENSOARP00020011878	1	226042260	226075366	-1	ENSOARG00020009394	ACTL6A
SEQ	junco_hyemalis	ENSJHYP00000009350	QZWM01000201.1	6714597	6722565	1	ENSJHYG00000007376	ACTL6A
SEQ	notechis_scutatus	ENSNSUP00000005638	ULFQ01000001.1	49868199	49885147	1	ENSNSUG00000004551	ACTL6A
SEQ	panthera_leo	ENSPLOP00000020390	D1	70420549	70449831	1	ENSPLOG00000014922	ACTL6A
SEQ	oryzias_sinensis	ENSOSIP00000013877	VHIC01002318.1	405182	415622	-1	ENSOSIG00000007460	actl6a
SEQ	pteropus_vampyrus	ENSPVAP00000004053	GeneScaffold_1666	2107	22027	1	ENSPVAG00000004278	ACTL6A
SEQ	sinocyclocheilus_rhinocerous	ENSSRHP00000061840	LAVF01S024407.1	1396682	1412006	-1	ENSSRHG00000030816	actl6a
SEQ	parus_major	ENSPMJP00000002970	9	18365779	18374312	-1	ENSPMJG00000002638	ACTL6A
SEQ	fukomys_damarensis	ENSFDAP00000013377	KN122563.1	9476617	9499143	1	ENSFDAG00000020741	ACTL6A
SEQ	castor_canadensis	ENSCCNP00000031035	MTKA01001582.1	418003	438214	1	ENSCCNG00000029613	Actl6a
SEQ	terrapene_carolina_triunguis	ENSTMTP00000013281	PRFB02000089.1	40652676	40665298	1	ENSTMTG00000009615	ACTL6A
SEQ	pundamilia_nyererei	ENSPNYP00000007126	JH419388.1	79571	90999	1	ENSPNYG00000005429	actl6a
SEQ	aquila_chrysaetos_chrysaetos	ENSACCP00020006845	10	9192429	9201721	1	ENSACCG00020004677	ACTL6A
SEQ	cyprinus_carpio_germanmirror	ENSCCRP00010045438	SAUK01000026.1	8715646	8721786	-1	ENSCCRG00010019207	actl6a
SEQ	echeneis_naucrates	ENSENLP00000044648	4	3438837	3446020	1	ENSENLG00000018947	actl6a
SEQ	rhinopithecus_roxellana	ENSRROP00000022736	KN294433.1	54514	80101	-1	ENSRROG00000035215	ACTL6A
SEQ	anas_zonorhyncha	ENSAZOP00000007509	NOIK01000042.1	2902404	2909937	1	ENSAZOG00000004774	ACTL6A
SEQ	phasianus_colchicus	ENSPCLP00000024992	QCWP01037624.1	3418817	3427813	1	ENSPCLG00000022005	ACTL6A
SEQ	stegastes_partitus	ENSSPAP00000003414	KK580975.1	239382	253636	1	ENSSPAG00000002602	actl6a
SEQ	hippocampus_comes	ENSHCOP00000027255	KV880135.1	845035	851943	-1	ENSHCOG00000018936	actl6a
SEQ	paramormyrops_kingsleyae	ENSPKIP00000013826	PGUA01000361.1	375246	382829	-1	ENSPKIG00000001101	ACTL6A
SEQ	varanus_komodoensis	ENSVKKP00000018101	SJPD01000035.1	3904965	3917985	-1	ENSVKKG00000012359	ACTL6A
SEQ	clupea_harengus	ENSCHAP00000055948	10	17606897	17614449	1	ENSCHAG00000025293	actl6a
SEQ	salmo_trutta	ENSSTUP00000063476	22	6340390	6358890	-1	ENSSTUG00000027355	actl6a
SEQ	cricetulus_griseus_crigri	ENSCGRP00000010500	JH001066.1	494146	511295	1	ENSCGRG00000007709	Actl6a
SEQ	ursus_thibetanus_thibetanus	ENSUTTP00000019971	WEIE01000015.1	10630843	10658668	1	ENSUTTG00000012621	ACTL6A
SEQ	lepidothrix_coronata	ENSLCOP00000020210	KV388122.1	785723	794479	1	ENSLCOG00000014327	ACTL6A
SEQ	colobus_angolensis_palliatus	ENSCANP00000021928	KN983414.1	1903274	1924482	1	ENSCANG00000034249	ACTL6A
SEQ	ictidomys_tridecemlineatus	ENSSTOP00000009461	JH393376.1	3573974	3595534	-1	ENSSTOG00000010540	ACTL6A
SEQ	accipiter_nisus	ENSANIP00000011080	BJBX01003591.1	68243	77204	1	ENSANIG00000007509	ACTL6A
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000029784	19	63043539	63071185	-1	ENSCHYG00000019950	ACTL6A
SEQ	takifugu_rubripes	ENSTRUP00000045079	20	10009245	10013778	-1	ENSTRUG00000017587	actl6a
SEQ	anser_cygnoides	ENSACDP00005000330	KZ155855.1	1729986	1738871	-1	ENSACDG00005000194	ACTL6A
SEQ	gasterosteus_aculeatus	ENSGACP00000013190	groupVIII	12626138	12633450	1	ENSGACG00000009940	actl6a
SEQ	mandrillus_leucophaeus	ENSMLEP00000020223	KN974219.1	4243342	4265832	1	ENSMLEG00000034199	ACTL6A
SEQ	rhinolophus_ferrumequinum	ENSRFEP00010032987	2	64509532	64538536	-1	ENSRFEG00010021704	ACTL6A
SEQ	sparus_aurata	ENSSAUP00010068328	11	16958137	16968092	-1	ENSSAUG00010027138	actl6a
SEQ	manacus_vitellinus	ENSMVIP00005011075	MCBO02014510.1	16798	28088	1	ENSMVIG00005007823	NULL
SEQ	crocodylus_porosus	ENSCPRP00005014269	MDVP01000031.1	19362574	19377765	1	ENSCPRG00005010054	ACTL6A
SEQ	oncorhynchus_tshawytscha	ENSOTSP00005061278	5	47129563	47144497	-1	ENSOTSG00005029404	actl6a
SEQ	athene_cunicularia	ENSACUP00000013261	QEEU01000011.1	8721582	8730116	1	ENSACUG00000008935	ACTL6A
