SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene	CommonName
SEQ	canis_lupus_dingo	ENSCAFP00020012715	QKWQ01001042.1	15087835	15104072	-1	ENSCAFG00020010244	ACTR1A	dingo
SEQ	carlito_syrichta	ENSTSYP00000007805	KE936198.1	2296	6935	1	ENSTSYG00000008526	NULL	philippine_tarsier
SEQ	mandrillus_leucophaeus	ENSMLEP00000033323	KN973873.1	3832007	3843724	-1	ENSMLEG00000040789	ACTR1A	drill
SEQ	ursus_maritimus	ENSUMAP00000032520	KK498509.1	6062197	6079612	-1	ENSUMAG00000023448	ACTR1A	polar_bear
SEQ	castor_canadensis	ENSCCNP00000015280	MTKA01001771.1	330482	348428	1	ENSCCNG00000015684	Actr1a	american_beaver
SEQ	erinaceus_europaeus	ENSEEUP00000000357	GeneScaffold_9032	218	8539	-1	ENSEEUG00000000407	NULL	western_european_hedgehog
SEQ	papio_anubis	ENSPANP00000026619	9	94726355	94738398	-1	ENSPANG00000020986	ACTR1A	olive_baboon
SEQ	tupaia_belangeri	ENSTBEP00000000156	GeneScaffold_1527	3438	8120	-1	ENSTBEG00000000187	NULL	nothern_tree_shrew
SEQ	zalophus_californianus	ENSZCAP00015033739	15	61482231	61500198	-1	ENSZCAG00015021212	ACTR1A	cali_sea_lion
SEQ	lynx_canadensis	ENSLCNP00005016752	D2	26760995	26777152	1	ENSLCNG00005011038	ACTR1A	canadian_lynx
SEQ	canis_lupus_familiaris	ENSCAFP00000044336	28	14972515	14982035	-1	ENSCAFG00000010210	ACTR1A	domestic_dog
SEQ	cercocebus_atys	ENSCATP00000026203	KQ012652.1	7448126	7460109	-1	ENSCATG00000036491	ACTR1A	sooty_mangabey
SEQ	chinchilla_lanigera	ENSCLAP00000001774	JH721945.1	7926744	7944648	1	ENSCLAG00000001321	ACTR1A	long_tailed_chinchilla
SEQ	sus_scrofa	ENSSSCP00000037324	14	113481925	113491807	-1	ENSSSCG00000010585	ACTR1A	wild_boar
SEQ	mus_musculus	ENSMUSP00000039844	19	46376811	46395747	-1	ENSMUSG00000025228	Actr1a	house_mouse
SEQ	equus_asinus_asinus	ENSEASP00005022289	PSZQ01007093.1	17271894	17286050	1	ENSEASG00005015221	ACTR1A	donkey
SEQ	macaca_fascicularis	ENSMFAP00000029496	9	101486077	101497727	-1	ENSMFAG00000041926	ACTR1A	crab_eating_macaque
SEQ	oryctolagus_cuniculus	ENSOCUP00000038993	18	50465860	50473901	-1	ENSOCUG00000005779	ACTR1A	rabbit
SEQ	panthera_pardus	ENSPPRP00000020339	KV860305.1	5682139	5700535	-1	ENSPPRG00000011443	ACTR1A	leopard
SEQ	felis_catus	ENSFCAP00000001159	D2	62910975	62926659	-1	ENSFCAG00000001248	ACTR1A	domestic_cat
SEQ	moschus_moschiferus	ENSMMSP00000031662	PVHU021072352.1	8876943	8893468	1	ENSMMSG00000023508	ACTR1A	siberian_musk_deer
SEQ	erinaceus_europaeus	ENSEEUP00000014501	GeneScaffold_4211	57907	82509	-1	ENSEEUG00000015878	ACTR1A	western_european_hedgehog
SEQ	gorilla_gorilla	ENSGGOP00000002528	10	117154856	117178491	-1	ENSGGOG00000011237	ACTR1A	gorilla
SEQ	loxodonta_africana	ENSLAFP00000004237	scaffold_10	15844392	15860116	1	ENSLAFG00000005064	ACTR1A	african_savanna_elephant
SEQ	procavia_capensis	ENSPCAP00000010817	GeneScaffold_3529	19811	35558	-1	ENSPCAG00000011578	ACTR1A	cape_rock_hyrax
SEQ	echinops_telfairi	ENSETEP00000001918	GeneScaffold_1949	239398	269198	-1	ENSETEG00000002362	ACTR1A	lesser_hedgehog_tenrec
SEQ	octodon_degus	ENSODEP00000011270	JH651557.1	2138705	2153321	-1	ENSODEG00000008379	ACTR1A	degu
SEQ	ochotona_princeps	ENSOPRP00000006067	GeneScaffold_1091	277209	292555	-1	ENSOPRG00000006626	ACTR1A	american_pika
SEQ	delphinapterus_leucas	ENSDLEP00000013505	ML702075.1	26204291	26211147	1	ENSDLEG00000009891	ACTR1A	beluga_whale
SEQ	aotus_nancymaae	ENSANAP00000032554	KZ200969.1	7620015	7632106	-1	ENSANAG00000033970	ACTR1A	mas_night_monkey
SEQ	pteropus_vampyrus	ENSPVAP00000010643	GeneScaffold_844	200270	213317	-1	ENSPVAG00000011290	ACTR1A	large_flying_fox
SEQ	rattus_norvegicus	ENSRNOP00000026792	1	266123870	266142538	-1	ENSRNOG00000019725	Actr1a	norway_rat
SEQ	callithrix_jacchus	ENSCJAP00000047176	NTIC01004446.1	84743836	84757728	-1	ENSCJAG00000018011	ACTR1A	white_tufted_ear_marmoset
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000020956	15	68893064	68909098	-1	ENSCHYG00000014018	ACTR1A	central_asian_red_deer
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000004435	1	177513559	177531048	-1	ENSPEMG00000006737	Actr1a	prairie_deer_mouse
