SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene	CommonName
SEQ	cavia_aperea	ENSCAPP00000010431	AVPZ01000222.1	4449017	4450147	1	ENSCAPG00000011710	ACTBL2	brazilian_guinea_pig
SEQ	ursus_maritimus	ENSUMAP00000012077	KK498597.1	15586256	15587315	1	ENSUMAG00000009043	ACTBL2	polar_bear
SEQ	camelus_dromedarius	ENSCDRP00005007880	3	81366173	81367303	1	ENSCDRG00005005638	ACTBL2	arabian_camel
SEQ	canis_lupus_familiaris	ENSCAFP00000062855	2	44514783	44515913	-1	ENSCAFG00000006961	ACTBL2	domestic_dog
SEQ	sus_scrofa	ENSSSCP00000038765	16	36470503	36471739	-1	ENSSSCG00000016923	ACTBL2	wild_boar
SEQ	rattus_norvegicus	ENSRNOP00000059847	2	42829413	42832160	1	ENSRNOG00000043292	Actbl2	norway_rat
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000002861	15	43447175	43448305	-1	ENSPEMG00000003637	Actbl2	prairie_deer_mouse
SEQ	castor_canadensis	ENSCCNP00000016209	MTKA01016763.1	1397	2527	1	ENSCCNG00000016533	Actbl2	american_beaver
SEQ	cercocebus_atys	ENSCATP00000006435	KQ011201.1	1927204	1928334	-1	ENSCATG00000020128	ACTBL2	sooty_mangabey
SEQ	nomascus_leucogenys	ENSNLEP00000022119	18	68965060	68966190	-1	ENSNLEG00000018212	ACTBL2	gibbon
SEQ	aotus_nancymaae	ENSANAP00000003526	KZ198769.1	3723592	3724722	1	ENSANAG00000019725	ACTBL2	mas_night_monkey
SEQ	gorilla_gorilla	ENSGGOP00000045740	17	38441711	38442841	1	ENSGGOG00000014532	ACTBL2	gorilla
SEQ	macaca_fascicularis	ENSMFAP00000011525	6	56989744	56990874	-1	ENSMFAG00000016475	ACTBL2	crab_eating_macaque
SEQ	papio_anubis	ENSPANP00000001424	6	53919828	53920958	-1	ENSPANG00000006584	ACTBL2	olive_baboon
SEQ	bison_bison_bison	ENSBBBP00000021391	KN265043.1	3438643	3439773	1	ENSBBBG00000003698	ACTBL2	american_bison
SEQ	panthera_pardus	ENSPPRP00000029151	KV860335.1	5609120	5610250	-1	ENSPPRG00000021605	ACTBL2	leopard
SEQ	mandrillus_leucophaeus	ENSMLEP00000002315	KN979177.1	1420012	1421142	1	ENSMLEG00000009389	ACTBL2	drill
SEQ	carlito_syrichta	ENSTSYP00000012087	KE938590.1	417584	418714	-1	ENSTSYG00000013181	ACTBL2	philippine_tarsier
SEQ	zalophus_californianus	ENSZCAP00015004357	5	43510766	43511896	-1	ENSZCAG00015002839	ACTBL2	cali_sea_lion
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000030181	25	31827892	31829022	1	ENSCHYG00000020222	ACTBL2	central_asian_red_deer
SEQ	lynx_canadensis	ENSLCNP00005005070	A1	125693659	125694789	-1	ENSLCNG00005003420	ACTBL2	canadian_lynx
SEQ	moschus_moschiferus	ENSMMSP00000001760	PVHU020000026.1	7313462	7314592	-1	ENSMMSG00000001416	ACTBL2	siberian_musk_deer
SEQ	panthera_leo	ENSPLOP00000009215	A1	112915154	112916284	1	ENSPLOG00000006775	ACTBL2	lion
SEQ	callithrix_jacchus	ENSCJAP00000041600	NTIC01011112.1	52742177	52743307	-1	ENSCJAG00000023067	ACTBL2	white_tufted_ear_marmoset
