SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene	CommonName
SEQ	carlito_syrichta	ENSTSYP00000005894	KE945601.1	487326	488487	-1	ENSTSYG00000006439	ACTL7B	philippine_tarsier
SEQ	canis_lupus_dingo	ENSCAFP00020025898	QKWQ01002178.1	54943341	54944768	-1	ENSCAFG00020020372	ACTL7B	dingo
SEQ	equus_caballus	ENSECAP00000003453	25	14605526	14606779	-1	ENSECAG00000005070	ACTL7B	domestic_horse
SEQ	vulpes_vulpes	ENSVVUP00000038430	NBDQ01000043.1	3465759	3469028	-1	ENSVVUG00000027419	ACTL7B	red_fox
SEQ	pteropus_vampyrus	ENSPVAP00000011977	GeneScaffold_2131	83787	85040	-1	ENSPVAG00000012699	ACTL7B	large_flying_fox
SEQ	equus_asinus_asinus	ENSEASP00005033617	PSZQ01008729.1	9653378	9654631	-1	ENSEASG00005023035	ACTL7B	donkey
SEQ	mus_spicilegus	ENSMSIP00000007014	QGOO01037415.1	3804061	3805317	-1	ENSMSIG00000006268	Actl7b	steppe_mouse
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000002273	2	77779123	77780376	-1	ENSPEMG00000002319	Actl7b	prairie_deer_mouse
SEQ	castor_canadensis	ENSCCNP00000016130	MTKA01002126.1	474348	475604	1	ENSCCNG00000016459	Actl7b	american_beaver
SEQ	cercocebus_atys	ENSCATP00000007597	KQ010582.1	2816217	2817464	1	ENSCATG00000022602	ACTL7B	sooty_mangabey
SEQ	nomascus_leucogenys	ENSNLEP00000022831	1a	26441999	26443246	1	ENSNLEG00000018972	ACTL7B	gibbon
SEQ	gorilla_gorilla	ENSGGOP00000008085	9	91184462	91185709	-1	ENSGGOG00000008278	ACTL7B	gorilla
SEQ	macaca_fascicularis	ENSMFAP00000010330	15	28843759	28845006	1	ENSMFAG00000006984	ACTL7B	crab_eating_macaque
SEQ	pan_troglodytes	ENSPTRP00000036270	9	86722533	86723780	-1	ENSPTRG00000021231	ACTL7B	chimpanzee
SEQ	bison_bison_bison	ENSBBBP00000015472	KN264898.1	5403756	5405009	-1	ENSBBBG00000000332	ACTL7B	american_bison
SEQ	papio_anubis	ENSPANP00000011302	15	26090716	26091963	1	ENSPANG00000019789	ACTL7B	olive_baboon
SEQ	panthera_pardus	ENSPPRP00000029576	KV860298.1	12725628	12726884	1	ENSPPRG00000022222	ACTL7B	leopard
SEQ	mandrillus_leucophaeus	ENSMLEP00000002078	KN979118.1	4374871	4376118	-1	ENSMLEG00000008294	ACTL7B	drill
SEQ	moschus_moschiferus	ENSMMSP00000007212	PVHU020012515.1	7869628	7870881	-1	ENSMMSG00000005609	ACTL7B	siberian_musk_deer
SEQ	lynx_canadensis	ENSLCNP00005021041	D4	69531346	69532599	-1	ENSLCNG00005013735	ACTL7B	canadian_lynx
SEQ	felis_catus	ENSFCAP00000019330	D4	71657868	71659121	-1	ENSFCAG00000025879	ACTL7B	domestic_cat
