SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	loxodonta_africana	ENSLAFP00000000760	scaffold_10	29846179	29860545	1	ENSLAFG00000000910	ACTA2
SEQ	chinchilla_lanigera	ENSCLAP00000016383	JH721885.1	4026430	4040747	1	ENSCLAG00000011268	ACTA2
SEQ	lynx_canadensis	ENSLCNP00005020484	D2	78735351	78750762	1	ENSLCNG00005013368	ACTA2
SEQ	cercocebus_atys	ENSCATP00000028976	KQ009636.1	5968936	5986465	1	ENSCATG00000037752	ACTA2
SEQ	sorex_araneus	ENSSARP00000005230	GeneScaffold_7022	258568	269908	-1	ENSSARG00000005778	ACTA2
SEQ	ailuropoda_melanoleuca	ENSAMEP00000000963	GL192388.1	2577070	2589808	-1	ENSAMEG00000000907	ACTA2
SEQ	tupaia_belangeri	ENSTBEP00000015320	GeneScaffold_2646	114898	128821	-1	ENSTBEG00000017616	ACTA2
SEQ	mus_spicilegus	ENSMSIP00000037834	QGOO01037112.1	955274	969887	1	ENSMSIG00000031516	Actg2
SEQ	pteropus_vampyrus	ENSPVAP00000004248	GeneScaffold_1752	61941	73552	-1	ENSPVAG00000004486	ACTA2
SEQ	canis_lupus_familiaris	ENSCAFP00000048517	17	49107132	49168782	-1	ENSCAFG00000008747	DGUOK
SEQ	zalophus_californianus	ENSZCAP00015038961	15	8449975	8466565	-1	ENSZCAG00015024417	ACTA2
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000000168	1	165413890	165424485	-1	ENSPEMG00000000128	Acta2
SEQ	bison_bison_bison	ENSBBBP00000019222	KN264812.1	1272907	1286976	-1	ENSBBBG00000012469	ACTA2
SEQ	panthera_pardus	ENSPPRP00000023621	KV860401.1	657922	673073	1	ENSPPRG00000013881	ACTA2
SEQ	panthera_leo	ENSPLOP00000017501	D3	74117185	74131227	-1	ENSPLOG00000012776	ACTA2
SEQ	bison_bison_bison	ENSBBBP00000024727	KN265197.1	11462114	11476691	-1	ENSBBBG00000019783	ACTG2
SEQ	panthera_leo	ENSPLOP00000010773	B1	49241618	49255761	-1	ENSPLOG00000007866	ACTG2
