SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	hucho_hucho	ENSHHUP00000056444	QNTS01000981.1	33426	42240	1	ENSHHUG00000033690	actr1
SEQ	camelus_dromedarius	ENSCDRP00005019705	11	24829775	24844635	1	ENSCDRG00005013729	ACTR1A
SEQ	microcebus_murinus	ENSMICP00000031801	15	52034009	52054360	-1	ENSMICG00000011929	ACTR1A
SEQ	danio_rerio	ENSDARP00000015781	10	42521943	42540839	1	ENSDARG00000011611	actr1
SEQ	nannospalax_galili	ENSNGAP00000010422	KL202976.1	2778935	2798886	-1	ENSNGAG00000012852	Actr1a
SEQ	vulpes_vulpes	ENSVVUP00000005332	NBDQ01000001.1	38205557	38213607	-1	ENSVVUG00000003644	ACTR1A
SEQ	equus_caballus	ENSECAP00000024126	1	27838170	27852903	1	ENSECAG00000024503	ACTR1A
SEQ	manacus_vitellinus	ENSMVIP00005000023	MCBO02000106.1	12090041	12102344	-1	ENSMVIG00005000029	ACTR1A
SEQ	otus_sunia	ENSOSUP00000004338	MU001489.1	26190076	26201315	-1	ENSOSUG00000003151	ACTR1A
SEQ	zonotrichia_albicollis	ENSZALP00000007596	KB913043.1	5184521	5200833	1	ENSZALG00000006735	ACTR1A
SEQ	ictidomys_tridecemlineatus	ENSSTOP00000012932	JH393410.1	3384423	3402304	1	ENSSTOG00000014434	ACTR1A
SEQ	electrophorus_electricus	ENSEEEP00000044859	RBHW02000715.1	113968	116953	1	ENSEEEG00000021167	actr1
SEQ	canis_lupus_dingo	ENSCAFP00020012715	QKWQ01001042.1	15087835	15104072	-1	ENSCAFG00020010244	ACTR1A
SEQ	oryzias_latipes_hni	ENSORLP00020017530	12	627155	633626	-1	ENSORLG00020018537	actr1
SEQ	oncorhynchus_mykiss	ENSOMYP00000063614	29	11228950	11236442	1	ENSOMYG00000029230	actr1
SEQ	pelodiscus_sinensis	ENSPSIP00000003772	JH208067.1	295719	310677	-1	ENSPSIG00000003576	ACTR1A
SEQ	falco_tinnunculus	ENSFTIP00000001490	ML996812.1	9782449	9797358	1	ENSFTIG00000001052	ACTR1A
SEQ	capra_hircus	ENSCHIP00000013035	26	28580946	28589034	1	ENSCHIG00000014540	ACTR1A
SEQ	otolemur_garnettii	ENSOGAP00000004325	GL873540.1	18117470	18137072	1	ENSOGAG00000004838	ACTR1A
SEQ	notechis_scutatus	ENSNSUP00000008482	ULFQ01000001.1	14957675	14970065	1	ENSNSUG00000006559	ACTR1A
SEQ	carlito_syrichta	ENSTSYP00000007805	KE936198.1	2296	6935	1	ENSTSYG00000008526	NULL
SEQ	astatotilapia_calliptera	ENSACLP00000029422	7	43612073	43618031	1	ENSACLG00000019928	actr1
SEQ	phocoena_sinus	ENSPSNP00000024247	16	58865198	58883243	-1	ENSPSNG00000017727	ACTR1A
SEQ	betta_splendens	ENSBSLP00000026203	12	11541809	11546260	1	ENSBSLG00000013000	actr1
SEQ	xenopus_tropicalis	ENSXETP00000072531	7	21079839	21086163	1	ENSXETG00000015217	actr1a
SEQ	capra_hircus_blackbengal	ENSCHIP00010026025	26	35628901	35636728	1	ENSCHIG00010019090	ACTR1A
SEQ	heterocephalus_glaber_male	ENSHGLP00100012050	JH174169.1	1883368	1906333	-1	ENSHGLG00100008930	ACTR1A
SEQ	denticeps_clupeoides	ENSDCDP00000062005	3	12527253	12532167	-1	ENSDCDG00000035240	actr1
SEQ	lepidothrix_coronata	ENSLCOP00000023480	KV388101.1	5613826	5628593	1	ENSLCOG00000016468	ACTR1A
SEQ	salmo_salar	ENSSSAP00000107786	ssa24	20453329	20473117	-1	ENSSSAG00000077082	NULL
SEQ	mandrillus_leucophaeus	ENSMLEP00000033323	KN973873.1	3832007	3843724	-1	ENSMLEG00000040789	ACTR1A
SEQ	tetraodon_nigroviridis	ENSTNIP00000016599	4	3255731	3259555	-1	ENSTNIG00000013600	actr1
SEQ	leptobrachium_leishanense	ENSLLEP00000046410	6	21854834	21875508	1	ENSLLEG00000029252	ACTR1A
SEQ	ursus_maritimus	ENSUMAP00000032520	KK498509.1	6062197	6079612	-1	ENSUMAG00000023448	ACTR1A
SEQ	meriones_unguiculatus	ENSMUGP00000018250	NHTI01000025.1	1885293	1904813	-1	ENSMUGG00000015468	Actr1a
SEQ	castor_canadensis	ENSCCNP00000015280	MTKA01001771.1	330482	348428	1	ENSCCNG00000015684	Actr1a
SEQ	astyanax_mexicanus	ENSAMXP00000034449	20	19161535	19168794	1	ENSAMXG00000039810	actr1
SEQ	paramormyrops_kingsleyae	ENSPKIP00000036749	PGUA01000130.1	92726	101123	1	ENSPKIG00000015184	actr1
SEQ	ursus_thibetanus_thibetanus	ENSUTTP00000010373	WEIE01000023.1	6087908	6096185	-1	ENSUTTG00000006499	ACTR1A
SEQ	neogobius_melanostomus	ENSNMLP00000017135	VHKM01000393.1	3327863	3332581	1	ENSNMLG00000010962	actr1
SEQ	erinaceus_europaeus	ENSEEUP00000000357	GeneScaffold_9032	218	8539	-1	ENSEEUG00000000407	NULL
SEQ	mustela_putorius_furo	ENSMPUP00000016763	GL896923.1	3110375	3128804	1	ENSMPUG00000016868	ACTR1A
SEQ	cyprinus_carpio_germanmirror	ENSCCRP00010119004	SAUK01000142.1	2411317	2418848	-1	ENSCCRG00010052033	actr1
SEQ	papio_anubis	ENSPANP00000026619	9	94726355	94738398	-1	ENSPANG00000020986	ACTR1A
SEQ	scleropages_formosus	ENSSFOP00015078438	6	4656072	4661598	-1	ENSSFOG00015004696	actr1
SEQ	monodelphis_domestica	ENSMODP00000014084	1	109578568	109594880	1	ENSMODG00000011256	ACTR1A
SEQ	tupaia_belangeri	ENSTBEP00000000156	GeneScaffold_1527	3438	8120	-1	ENSTBEG00000000187	NULL
SEQ	mesocricetus_auratus	ENSMAUP00000013888	KB708138.1	986180	987299	-1	ENSMAUG00000013802	NULL
SEQ	xiphophorus_couchianus	ENSXCOP00000022838	KQ557223.1	2068651	2074059	1	ENSXCOG00000017067	actr1
SEQ	dicentrarchus_labrax	ENSDLAP00005029383	HG916851.1	39060000	39061187	1	ENSDLAG00005013228	actr1
SEQ	oreochromis_niloticus	ENSONIP00000034073	LG7	37929444	37932796	-1	ENSONIG00000012600	actr1
SEQ	vicugna_pacos	ENSVPAP00000001970	GeneScaffold_1614	479	13460	-1	ENSVPAG00000002133	ACTR1A
SEQ	clupea_harengus	ENSCHAP00000060242	12	4175120	4178447	-1	ENSCHAG00000026952	actr1
SEQ	neolamprologus_brichardi	ENSNBRP00000008650	JH422276.1	4579972	4586323	-1	ENSNBRG00000006777	actr1
SEQ	cyprinus_carpio_hebaored	ENSCCRP00020049834	SAUJ01044363.1	924270	929346	-1	ENSCCRG00020021144	actr1
SEQ	dromaius_novaehollandiae	ENSDNVP00000019766	PTEY01000419.1	45060	61395	-1	ENSDNVG00000013843	ACTR1A
SEQ	seriola_dumerili	ENSSDUP00000008018	BDQW01000128.1	459546	468345	-1	ENSSDUG00000005857	actr1
SEQ	zalophus_californianus	ENSZCAP00015033739	15	61482231	61500198	-1	ENSZCAG00015021212	ACTR1A
SEQ	serinus_canaria	ENSSCAP00000023027	HG009216.1	12706005	12717549	1	ENSSCAG00000016521	ACTR1A
SEQ	cebus_capucinus	ENSCCAP00000008725	KV389497.1	1532946	1555846	1	ENSCCAG00000022008	ACTR1A
SEQ	cyprinus_carpio_huanghe	ENSCCRP00015042109	SAUI01006104.1	1150175	1158796	-1	ENSCCRG00015017408	actr1
SEQ	scleropages_formosus	ENSSFOP00015019177	12	10723372	10729971	1	ENSSFOG00015012328	ACTR1A
SEQ	oryzias_latipes_hsok	ENSORLP00015004628	12	797114	803904	-1	ENSORLG00015005419	actr1
SEQ	oncorhynchus_tshawytscha	ENSOTSP00005028512	33	7123353	7132140	-1	ENSOTSG00005013187	actr1
SEQ	chelydra_serpentina	ENSCSRP00000017814	ML689356.1	343631	363488	-1	ENSCSRG00000013692	ACTR1A
SEQ	macaca_nemestrina	ENSMNEP00000009161	KQ009172.1	4878182	4890213	1	ENSMNEG00000028948	ACTR1A
SEQ	seriola_lalandi_dorsalis	ENSSLDP00000029711	PEQF01099069.1	310014	318488	1	ENSSLDG00000022912	actr1
SEQ	chlorocebus_sabaeus	ENSCSAP00000001727	9	95506675	95530984	-1	ENSCSAG00000005419	ACTR1A
SEQ	oncorhynchus_mykiss	ENSOMYP00000061904	11	52745227	52748998	1	ENSOMYG00000028599	NULL
SEQ	mola_mola	ENSMMOP00000014149	KV751320.1	11265439	11272259	1	ENSMMOG00000010832	actr1
SEQ	prolemur_simus	ENSPSMP00000016738	MPIZ01000214.1	257729	270459	-1	ENSPSMG00000011873	ACTR1A
SEQ	cricetulus_griseus_crigri	ENSCGRP00000021981	JH000895.1	619938	639460	-1	ENSCGRG00000015932	Actr1a
SEQ	neovison_vison	ENSNVIP00000022245	FNWR01000026.1	4638798	4659506	1	ENSNVIG00000017357	ACTR1A
SEQ	mesocricetus_auratus	ENSMAUP00000018839	KB708127.1	12867499	12887394	1	ENSMAUG00000017290	NULL
SEQ	cyprinus_carpio_huanghe	ENSCCRP00015101511	SAUI01135609.1	707037	712460	1	ENSCCRG00015040667	actr1
SEQ	lynx_canadensis	ENSLCNP00005016752	D2	26760995	26777152	1	ENSLCNG00005011038	ACTR1A
SEQ	canis_lupus_familiaris	ENSCAFP00000044336	28	14972515	14982035	-1	ENSCAFG00000010210	ACTR1A
SEQ	sinocyclocheilus_rhinocerous	ENSSRHP00000083965	LAVF01S021577.1	949288	958172	-1	ENSSRHG00000041518	actr1
SEQ	cercocebus_atys	ENSCATP00000026203	KQ012652.1	7448126	7460109	-1	ENSCATG00000036491	ACTR1A
SEQ	bos_grunniens	ENSBGRP00000011241	25	25092517	25107605	-1	ENSBGRG00000006965	ACTR1A
SEQ	carassius_auratus	ENSCARP00000076904	35	15394122	15398503	1	ENSCARG00000035843	actr1
SEQ	chinchilla_lanigera	ENSCLAP00000001774	JH721945.1	7926744	7944648	1	ENSCLAG00000001321	ACTR1A
SEQ	sus_scrofa	ENSSSCP00000037324	14	113481925	113491807	-1	ENSSSCG00000010585	ACTR1A
SEQ	apteryx_rowi	ENSARWP00000000921	PTFB01000004.1	7025909	7040923	1	ENSARWG00000000752	ACTR1A
SEQ	pavo_cristatus	ENSPSTP00000008455	QZWQ01000040.1	104577	109850	1	ENSPSTG00000005957	ACTR1A
SEQ	echeneis_naucrates	ENSENLP00000005103	12	19898319	19903719	1	ENSENLG00000002523	actr1
SEQ	nothoprocta_perdicaria	ENSNPEP00000015243	PTEW01000008.1	1851595	1863826	-1	ENSNPEG00000011375	ACTR1A
SEQ	anser_brachyrhynchus	ENSABRP00000008326	NXHY01000012.1	9060616	9077270	1	ENSABRG00000007506	ACTR1A
SEQ	strix_occidentalis_caurina	ENSSOCP00000001846	NIFN01000035.1	5927999	5937099	-1	ENSSOCG00000001425	ACTR1A
SEQ	latimeria_chalumnae	ENSLACP00000011795	JH128080.1	498511	529930	1	ENSLACG00000010382	ACTR1A
SEQ	mus_musculus	ENSMUSP00000039844	19	46376811	46395747	-1	ENSMUSG00000025228	Actr1a
SEQ	calidris_pygmaea	ENSCPGP00000026976	QJSC01020335.1	64877	84570	-1	ENSCPGG00000018580	ACTR1A
SEQ	sphaeramia_orbicularis	ENSSORP00005031561	12	19757451	19763728	1	ENSSORG00005014978	actr1
SEQ	taeniopygia_guttata	ENSTGUP00000019827	6	22389502	22403968	-1	ENSTGUG00000010114	ACTR1A
SEQ	ornithorhynchus_anatinus	ENSOANP00000012886	16	34913247	34932104	1	ENSOANG00000008105	ACTR1A
SEQ	equus_asinus_asinus	ENSEASP00005022289	PSZQ01007093.1	17271894	17286050	1	ENSEASG00005015221	ACTR1A
SEQ	poecilia_formosa	ENSPFOP00000005608	KI519917.1	241015	249754	1	ENSPFOG00000005649	actr1
SEQ	physeter_catodon	ENSPCTP00005026831	20	58059121	58069305	1	ENSPCTG00005019239	ACTR1A
SEQ	paramormyrops_kingsleyae	ENSPKIP00000009891	PGUA01000034.1	230174	237519	-1	ENSPKIG00000024805	ACTR1A
SEQ	latimeria_chalumnae	ENSLACP00000018284	JH126904.1	1457097	1513631	1	ENSLACG00000016106	actr1
SEQ	poecilia_latipinna	ENSPLAP00000025695	KQ545533.1	263753	272372	1	ENSPLAG00000012936	actr1
SEQ	geospiza_fortis	ENSGFOP00000004783	JH739890.1	5000870	5008018	1	ENSGFOG00000003336	ACTR1A
SEQ	catagonus_wagneri	ENSCWAP00000017478	PVHT021183705.1	26984814	27002797	1	ENSCWAG00000013459	ACTR1A
SEQ	macaca_fascicularis	ENSMFAP00000029496	9	101486077	101497727	-1	ENSMFAG00000041926	ACTR1A
SEQ	myotis_lucifugus	ENSMLUP00000005811	GL429929	931387	942833	-1	ENSMLUG00000006356	ACTR1A
SEQ	oncorhynchus_tshawytscha	ENSOTSP00005097881	12	25744740	25749559	-1	ENSOTSG00005045307	NULL
SEQ	tursiops_truncatus	ENSTTRP00000007933	GeneScaffold_1034	252647	267409	-1	ENSTTRG00000008373	ACTR1A
SEQ	microtus_ochrogaster	ENSMOCP00000024461	8	73996704	74015656	-1	ENSMOCG00000020878	Actr1a
SEQ	oryzias_latipes	ENSORLP00000031527	12	1005910	1012598	-1	ENSORLG00000025734	actr1
SEQ	amphiprion_percula	ENSAPEP00000031283	16	34583005	34597826	1	ENSAPEG00000022210	actr1
SEQ	xiphophorus_maculatus	ENSXMAP00000000360	8	26313078	26321311	1	ENSXMAG00000000355	actr1
SEQ	sinocyclocheilus_rhinocerous	ENSSRHP00000023625	LAVF01S032531.1	84725	91557	-1	ENSSRHG00000012445	actr1
SEQ	corvus_moneduloides	ENSCMUP00000008389	VRTO01000053.1	4844798	4857198	1	ENSCMUG00000005422	ACTR1A
SEQ	amphiprion_ocellaris	ENSAOCP00000015025	NXFZ01005064.1	11575	23743	-1	ENSAOCG00000019768	actr1
SEQ	cyprinodon_variegatus	ENSCVAP00000024828	KL654349.1	5136	19911	1	ENSCVAG00000009181	actr1
SEQ	oryctolagus_cuniculus	ENSOCUP00000038993	18	50465860	50473901	-1	ENSOCUG00000005779	ACTR1A
SEQ	sparus_aurata	ENSSAUP00010029526	12	28258353	28266033	1	ENSSAUG00010012327	actr1
SEQ	chelonoidis_abingdonii	ENSCABP00000005782	PKMU01003423.1	1664906	1677551	-1	ENSCABG00000004345	ACTR1A
SEQ	cavia_porcellus	ENSCPOP00000013718	DS562866.1	12080790	12098837	1	ENSCPOG00000011090	ACTR1A
SEQ	kryptolebias_marmoratus	ENSKMAP00000011352	LWHD01000010.1	115565	121119	-1	ENSKMAG00000008496	actr1
SEQ	colobus_angolensis_palliatus	ENSCANP00000037258	KN983095.1	7522966	7534431	1	ENSCANG00000042256	ACTR1A
SEQ	panthera_pardus	ENSPPRP00000020339	KV860305.1	5682139	5700535	-1	ENSPPRG00000011443	ACTR1A
SEQ	propithecus_coquereli	ENSPCOP00000018097	KQ027399.1	3779304	3796131	-1	ENSPCOG00000020914	ACTR1A
SEQ	felis_catus	ENSFCAP00000001159	D2	62910975	62926659	-1	ENSFCAG00000001248	ACTR1A
SEQ	sphenodon_punctatus	ENSSPUP00000014550	QEPC01008216.1	2211921	2231244	1	ENSSPUG00000011211	ACTR1A
SEQ	moschus_moschiferus	ENSMMSP00000031662	PVHU021072352.1	8876943	8893468	1	ENSMMSG00000023508	ACTR1A
SEQ	anser_cygnoides	ENSACDP00005007013	KZ155858.1	2609403	2626698	-1	ENSACDG00005005130	ACTR1A
SEQ	anolis_carolinensis	ENSACAP00000018519	3	39648420	39666461	-1	ENSACAG00000024335	NULL
SEQ	gambusia_affinis	ENSGAFP00000011742	NHOQ01001156.1	18529618	18536785	1	ENSGAFG00000007960	actr1
SEQ	naja_naja	ENSNNAP00000022649	4	137168455	137191171	1	ENSNNAG00000014936	ACTR1A
SEQ	larimichthys_crocea	ENSLCRP00005010710	VIII	28016663	28022763	1	ENSLCRG00005004765	actr1
SEQ	erinaceus_europaeus	ENSEEUP00000014501	GeneScaffold_4211	57907	82509	-1	ENSEEUG00000015878	ACTR1A
SEQ	lonchura_striata_domestica	ENSLSDP00000006947	MUZQ01000028.1	2913191	2928488	1	ENSLSDG00000005237	ACTR1A
SEQ	gorilla_gorilla	ENSGGOP00000002528	10	117154856	117178491	-1	ENSGGOG00000011237	ACTR1A
SEQ	panthera_tigris_altaica	ENSPTIP00000022243	KE721730.1	8119572	8135420	-1	ENSPTIG00000019111	ACTR1A
SEQ	balaenoptera_musculus	ENSBMSP00010021563	16	26678217	26697795	1	ENSBMSG00010015668	ACTR1A
SEQ	accipiter_nisus	ENSANIP00000022760	BJBX01004659.1	354159	371119	1	ENSANIG00000015500	ACTR1A
SEQ	cyprinus_carpio	ENSCCRP00000036589	LN591245.1	1141580	1148561	1	ENSCCRG00000019609	actr1
SEQ	hucho_hucho	ENSHHUP00000088511	QNTS01000079.1	677265	682084	-1	ENSHHUG00000051127	ACTR1A
SEQ	bubo_bubo	ENSBOBP00000017247	ML980724.1	986045	995169	-1	ENSBOBG00000010752	ACTR1A
SEQ	zosterops_lateralis_melanops	ENSZLMP00000000544	LAII01000038.1	1373731	1382958	-1	ENSZLMG00000000402	ACTR1A
SEQ	meleagris_gallopavo	ENSMGAP00000010664	8	25414114	25422306	-1	ENSMGAG00000010274	ACTR1A
SEQ	gadus_morhua	ENSGMOP00000018798	GeneScaffold_708	2628	11783	1	ENSGMOG00000017491	actr1
SEQ	loxodonta_africana	ENSLAFP00000004237	scaffold_10	15844392	15860116	1	ENSLAFG00000005064	ACTR1A
SEQ	monopterus_albus	ENSMALP00000008915	KV885239.1	32593	38927	1	ENSMALG00000006349	actr1
SEQ	amphilophus_citrinellus	ENSACIP00000011233	CCOE01001768.1	116038	121155	1	ENSACIG00000008751	actr1
SEQ	salmo_trutta	ENSSTUP00000013241	12	60454300	60460606	1	ENSSTUG00000005819	actr1
