SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	camarhynchus_parvulus	ENSCPVP00000014569	3	95057661	95121488	-1	ENSCPVG00000010664	FAM135A
SEQ	gorilla_gorilla	ENSGGOP00000004699	6	72340609	72469257	1	ENSGGOG00000004791	FAM135A
SEQ	junco_hyemalis	ENSJHYP00000023823	QZWM01001491.1	95271198	95335437	-1	ENSJHYG00000017912	FAM135A
SEQ	oryzias_latipes_hsok	ENSORLP00015002658	15	25319947	25334253	1	ENSORLG00015003382	fam135a
SEQ	scophthalmus_maximus	ENSSMAP00000011402	15	8771591	8784134	1	ENSSMAG00000006999	fam135a
SEQ	anser_cygnoides	ENSACDP00005012918	KZ155938.1	1414330	1484408	-1	ENSACDG00005009510	FAM135A
SEQ	aotus_nancymaae	ENSANAP00000010867	KZ198867.1	4090115	4218860	1	ENSANAG00000023274	FAM135A
SEQ	gambusia_affinis	ENSGAFP00000010974	NHOQ01001229.1	8924347	8936329	-1	ENSGAFG00000007417	fam135a
SEQ	sarcophilus_harrisii	ENSSHAP00000016212	4	239527663	239644445	-1	ENSSHAG00000013798	FAM135A
SEQ	vicugna_pacos	ENSVPAP00000004456	GeneScaffold_887	222117	347551	1	ENSVPAG00000004803	FAM135A
SEQ	seriola_dumerili	ENSSDUP00000032778	BDQW01000024.1	2107192	2111027	1	ENSSDUG00000023560	NULL
SEQ	cercocebus_atys	ENSCATP00000016639	KQ009853.1	4547265	4681654	1	ENSCATG00000032192	FAM135A
SEQ	sander_lucioperca	ENSSLUP00000028148	VTTG01000010.1	3187841	3204824	-1	ENSSLUG00000012691	fam135a
SEQ	poecilia_latipinna	ENSPLAP00000014720	KQ547546.1	97351	101005	1	ENSPLAG00000018470	NULL
SEQ	monodon_monoceros	ENSMMNP00015022563	SIHG01006957.1	6887165	7010321	1	ENSMMNG00015016471	FAM135A
SEQ	bos_grunniens	ENSBGRP00000034978	10	84741767	84886372	-1	ENSBGRG00000021710	FAM135A
SEQ	sinocyclocheilus_grahami	ENSSGRP00000037765	LCYQ01S000955.1	131102	163058	1	ENSSGRG00000020484	fam135a
SEQ	ochotona_princeps	ENSOPRP00000012415	GeneScaffold_519	9786	107403	1	ENSOPRG00000013541	FAM135A
SEQ	pteropus_vampyrus	ENSPVAP00000015763	GeneScaffold_442	482993	562025	1	ENSPVAG00000016700	FAM135A
SEQ	poecilia_reticulata	ENSPREP00000033553	LG15	19152205	19164506	1	ENSPREG00000022736	fam135a
SEQ	bos_taurus_hybrid	ENSBIXP00000008575	9	98478529	98635306	-1	ENSBIXG00000014392	FAM135A
SEQ	xenopus_tropicalis	ENSXETP00000039415	9	3163290	3166565	1	ENSXETG00000018178	NULL
SEQ	tetraodon_nigroviridis	ENSTNIP00000019686	17	3965396	3974455	-1	ENSTNIG00000016584	fam135a
SEQ	cyprinus_carpio	ENSCCRP00000061116	26	8871082	8890405	-1	ENSCCRG00000032867	fam135a
SEQ	apteryx_rowi	ENSARWP00000019082	PTFB01000085.1	1231538	1303685	1	ENSARWG00000013092	FAM135A
SEQ	ailuropoda_melanoleuca	ENSAMEP00000012919	GL193351.1	217466	322287	1	ENSAMEG00000012250	FAM135A
SEQ	erpetoichthys_calabaricus	ENSECRP00000024851	15	73658021	73743908	1	ENSECRG00000016823	fam135a
SEQ	cyprinus_carpio_huanghe	ENSCCRP00015030532	SAUI01022573.1	1076984	1092665	-1	ENSCCRG00015011884	fam135a
SEQ	danio_rerio	ENSDARP00000116021	13	39182099	39228382	1	ENSDARG00000059843	fam135a
SEQ	vulpes_vulpes	ENSVVUP00000012808	NBDQ01000008.1	30783674	30912658	1	ENSVVUG00000009408	FAM135A
SEQ	amphiprion_ocellaris	ENSAOCP00000006411	NXFZ01006201.1	278113	294069	1	ENSAOCG00000010024	fam135a
SEQ	salmo_salar	ENSSSAP00000056354	AGKD04020037.1	568	11755	-1	ENSSSAG00000054042	fam135a
SEQ	chlorocebus_sabaeus	ENSCSAP00000010006	17	4438599	4554706	-1	ENSCSAG00000013861	FAM135A
SEQ	zalophus_californianus	ENSZCAP00015006851	6	85693234	85817422	-1	ENSZCAG00015004301	FAM135A
SEQ	choloepus_hoffmanni	ENSCHOP00000010063	GeneScaffold_904	665	61794	1	ENSCHOG00000011346	FAM135A
SEQ	salmo_trutta	ENSSTUP00000050484	18	6293644	6343751	1	ENSSTUG00000021088	fam135a
SEQ	poecilia_latipinna	ENSPLAP00000021965	KQ545792.1	21	6130	1	ENSPLAG00000006125	fam135a
SEQ	pelusios_castaneus	ENSPCEP00000011577	ML685883.1	2576566	2702386	-1	ENSPCEG00000009162	FAM135A
SEQ	sinocyclocheilus_rhinocerous	ENSSRHP00000034863	LAVF01S012487.1	1729107	1750260	-1	ENSSRHG00000017293	fam135a
SEQ	phasianus_colchicus	ENSPCLP00000019628	QCWP01003928.1	23024498	23104990	-1	ENSPCLG00000016472	FAM135A
SEQ	sphaeramia_orbicularis	ENSSORP00005043757	15	22017531	22032299	1	ENSSORG00005020191	fam135a
SEQ	catharus_ustulatus	ENSCUSP00005010535	3	88290652	88356610	-1	ENSCUSG00005006767	FAM135A
SEQ	prolemur_simus	ENSPSMP00000002890	MPIZ01000573.1	515030	618440	1	ENSPSMG00000001714	FAM135A
SEQ	oreochromis_niloticus	ENSONIP00000070163	LG13	20667818	20685851	1	ENSONIG00000009784	fam135a
SEQ	colobus_angolensis_palliatus	ENSCANP00000029824	KN983009.1	1962416	2114373	-1	ENSCANG00000038330	FAM135A
SEQ	vombatus_ursinus	ENSVURP00010015241	UNPS02009835.1	18715394	18831031	1	ENSVURG00010011637	FAM135A
SEQ	acanthochromis_polyacanthus	ENSAPOP00000030114	MVNR01000223.1	345860	362653	1	ENSAPOG00000016458	fam135a
SEQ	apteryx_haastii	ENSAHAP00000023087	PTFD01000120.1	393794	459801	1	ENSAHAG00000016151	FAM135A
SEQ	canis_lupus_familiarisbasenji	ENSCAFP00030031077	12	39314324	39445750	-1	ENSCAFG00030018928	FAM135A
SEQ	capra_hircus	ENSCHIP00000011358	14	91158152	91288364	1	ENSCHIG00000013509	FAM135A
SEQ	accipiter_nisus	ENSANIP00000022978	BJBX01008967.1	11784	99462	1	ENSANIG00000015640	FAM135A
SEQ	oryzias_sinensis	ENSOSIP00000006426	VHIC01000793.1	742989	759675	1	ENSOSIG00000004160	fam135a
SEQ	fundulus_heteroclitus	ENSFHEP00000025425	KN807334.1	897102	901436	1	ENSFHEG00000007630	NULL
SEQ	geospiza_fortis	ENSGFOP00000006378	JH739922.1	257612	321898	-1	ENSGFOG00000004480	FAM135A
SEQ	macaca_fascicularis	ENSMFAP00000004629	4	103329518	103463539	-1	ENSMFAG00000002013	FAM135A
SEQ	chelydra_serpentina	ENSCSRP00000000398	ML689093.1	41349897	41358046	1	ENSCSRG00000000354	NULL
SEQ	maylandia_zebra	ENSMZEP00005007469	LG13	19392550	19409351	1	ENSMZEG00005005715	fam135a
SEQ	salmo_salar	ENSSSAP00000093381	ssa01	100150650	100202963	-1	ENSSSAG00000072018	fam135a
SEQ	cricetulus_griseus_chok1gshd	ENSCGRP00001012943	scaffold_27	19216891	19270390	1	ENSCGRG00001014193	Fam135a
SEQ	xenopus_tropicalis	ENSXETP00000099624	5	77431604	77433913	1	ENSXETG00000040207	actr1a
SEQ	canis_lupus_dingo	ENSCAFP00020011386	QKWQ01002203.1	4226761	4343171	1	ENSCAFG00020008381	FAM135A
SEQ	ursus_americanus	ENSUAMP00000023423	LZNR01010465.1	180164	215675	1	ENSUAMG00000018356	NULL
SEQ	amazona_collaria	ENSACOP00000010126	RQIO01000008.1	21264519	21356100	-1	ENSACOG00000007037	FAM135A
SEQ	coturnix_japonica	ENSCJPP00005007817	3	75441152	75495816	-1	ENSCJPG00005007103	FAM135A
SEQ	hippocampus_comes	ENSHCOP00000024270	KV879954.1	1226654	1237589	1	ENSHCOG00000013500	fam135a
SEQ	panthera_pardus	ENSPPRP00000006469	KV860342.1	8623818	8748338	1	ENSPPRG00000001943	FAM135A
SEQ	papio_anubis	ENSPANP00000032005	4	66527430	66645795	1	ENSPANG00000000816	FAM135A
SEQ	esox_lucius	ENSELUP00000033961	LG05	6874001	6898349	1	ENSELUG00000012515	fam135a
SEQ	calidris_pugnax	ENSCPUP00000022144	KQ482090.1	200075	292642	-1	ENSCPUG00000015032	FAM135A
SEQ	sinocyclocheilus_anshuiensis	ENSSANP00000009197	LAVE01S016138.1	1652324	1684306	-1	ENSSANG00000005121	fam135a
SEQ	rhinopithecus_bieti	ENSRBIP00000020740	MCGX01004892.1	291706	328537	-1	ENSRBIG00000034336	FAM135A
SEQ	cavia_aperea	ENSCAPP00000018364	AVPZ01000445.1	55441425	55445966	-1	ENSCAPG00000017779	NULL
SEQ	melopsittacus_undulatus	ENSMUNP00000013787	JH556615.1	8291916	8365517	-1	ENSMUNG00000010756	FAM135A
SEQ	cyanistes_caeruleus	ENSCCEP00000000164	PDCF01000004.1	12941982	13001940	-1	ENSCCEG00000000242	FAM135A
SEQ	oryzias_latipes_hni	ENSORLP00020033378	15	23636772	23651249	1	ENSORLG00020019374	fam135a
SEQ	lonchura_striata_domestica	ENSLSDP00000010661	MUZQ01000189.1	1548745	1612869	1	ENSLSDG00000007835	FAM135A
SEQ	falco_tinnunculus	ENSFTIP00000025268	ML997576.1	21318248	21411485	1	ENSFTIG00000016082	FAM135A
SEQ	rattus_norvegicus	ENSRNOP00000018234	9	30255459	30321323	-1	ENSRNOG00000013587	Fam135a
SEQ	callorhinchus_milii	ENSCMIP00000030250	KI635974.1	691939	754587	-1	ENSCMIG00000012927	fam135a
SEQ	camelus_dromedarius	ENSCDRP00005000312	8	78665886	78771725	1	ENSCDRG00005000145	FAM135A
SEQ	buteo_japonicus	ENSBJAP00000024643	ML991748.1	11922947	11988412	-1	ENSBJAG00000015678	FAM135A
SEQ	calidris_pygmaea	ENSCPGP00000009384	QJSC01011522.1	53020	142405	-1	ENSCPGG00000006673	FAM135A
SEQ	anolis_carolinensis	ENSACAP00000008282	1	167592416	167660958	1	ENSACAG00000008382	FAM135A
SEQ	callithrix_jacchus	ENSCJAP00000006807	NTIC01022223.1	99836144	99972946	-1	ENSCJAG00000003701	FAM135A
SEQ	suricata_suricatta	ENSSSUP00005001532	7	61160145	61287413	1	ENSSSUG00005000925	FAM135A
SEQ	poecilia_mexicana	ENSPMEP00000015464	KQ551147.1	233562	238937	1	ENSPMEG00000017990	NULL
SEQ	strigops_habroptila	ENSSHBP00005002093	7	32566697	32636695	-1	ENSSHBG00005001902	FAM135A
SEQ	zonotrichia_albicollis	ENSZALP00000005868	KB913055.1	286869	365784	-1	ENSZALG00000005444	FAM135A
SEQ	chelonoidis_abingdonii	ENSCABP00000022032	PKMU01000784.1	436593	537429	-1	ENSCABG00000015983	FAM135A
SEQ	podarcis_muralis	ENSPMRP00000009112	3	37170884	37214819	1	ENSPMRG00000006129	FAM135A
SEQ	saimiri_boliviensis_boliviensis	ENSSBOP00000038712	JH378122.1	16044283	16187174	-1	ENSSBOG00000035417	FAM135A
SEQ	carassius_auratus	ENSCARP00000066664	QPKE01002307.1	56013	75359	-1	ENSCARG00000029583	fam135a
SEQ	cebus_capucinus	ENSCCAP00000017788	KV389644.1	1535750	1683704	-1	ENSCCAG00000026678	FAM135A
SEQ	gouania_willdenowi	ENSGWIP00000040581	15	18280564	18296826	-1	ENSGWIG00000020411	fam135a
SEQ	lepidothrix_coronata	ENSLCOP00000022398	KV388097.1	3412691	3480711	1	ENSLCOG00000015766	FAM135A
SEQ	parus_major	ENSPMJP00000010998	3	84291068	84354327	-1	ENSPMJG00000008581	FAM135A
SEQ	bubo_bubo	ENSBOBP00000014123	ML986482.1	10828370	10912160	-1	ENSBOBG00000008898	FAM135A
SEQ	amphiprion_percula	ENSAPEP00000017986	14	15470434	15486430	1	ENSAPEG00000012871	fam135a
SEQ	cyprinus_carpio_hebaored	ENSCCRP00020029718	SAUJ01039200.1	1172221	1192335	1	ENSCCRG00020013494	fam135a
SEQ	poecilia_formosa	ENSPFOP00000012956	KI519625.1	1815611	1830781	1	ENSPFOG00000012899	fam135a
SEQ	oncorhynchus_kisutch	ENSOKIP00005099457	ML762281.1	429267	481769	-1	ENSOKIG00005043539	fam135a
SEQ	delphinapterus_leucas	ENSDLEP00000010312	ML702011.1	10989099	11095276	-1	ENSDLEG00000007500	FAM135A
SEQ	nothobranchius_furzeri	ENSNFUP00015029338	LN601115.1	33632	53360	1	ENSNFUG00015014141	fam135a
SEQ	canis_lupus_familiaris	ENSCAFP00000065855	12	32930982	33062000	1	ENSCAFG00000002599	FAM135A
SEQ	echinops_telfairi	ENSETEP00000003448	GeneScaffold_908	394	49313	1	ENSETEG00000004197	FAM135A
SEQ	cricetulus_griseus_picr	ENSCGRP00015029541	RAZU01000054.1	4697124	4760434	-1	ENSCGRG00015022261	Fam135a
SEQ	cyprinus_carpio_hebaored	ENSCCRP00020057307	SAUJ01048843.1	1260444	1278698	1	ENSCCRG00020027238	fam135a
SEQ	equus_asinus_asinus	ENSEASP00005005834	PSZQ01003998.1	11504078	11595372	1	ENSEASG00005003955	FAM135A
SEQ	myripristis_murdjan	ENSMMDP00005027707	15	21066721	21084984	1	ENSMMDG00005013183	fam135a
SEQ	parambassis_ranga	ENSPRNP00000051071	15	14439063	14452121	-1	ENSPRNG00000024209	fam135a
SEQ	petromyzon_marinus	ENSPMAP00000008340	GL476402	137916	169892	1	ENSPMAG00000007571	NULL
SEQ	gopherus_agassizii	ENSGAGP00000035666	PPEB01000866.1	286283	417046	-1	ENSGAGG00000025321	FAM135A
SEQ	pan_troglodytes	ENSPTRP00000083117	6	73072317	73203881	1	ENSPTRG00000018330	FAM135A
SEQ	erinaceus_europaeus	ENSEEUP00000011974	GeneScaffold_961	8524	91938	1	ENSEEUG00000013099	FAM135A
SEQ	amphilophus_citrinellus	ENSACIP00000026970	CCOE01001542.1	1321116	1335336	1	ENSACIG00000020867	fam135a
SEQ	tupaia_belangeri	ENSTBEP00000002700	GeneScaffold_925	106682	259635	1	ENSTBEG00000003109	FAM135A
SEQ	neovison_vison	ENSNVIP00000004501	FNWR01000164.1	3822549	3947327	1	ENSNVIG00000003325	FAM135A
SEQ	chelydra_serpentina	ENSCSRP00000017942	VOCR01159949.1	1225	17297	1	ENSCSRG00000013793	NULL
SEQ	carassius_auratus	ENSCARP00000021995	13	383165	406330	-1	ENSCARG00000009887	fam135a
SEQ	catagonus_wagneri	ENSCWAP00000000536	PVHT020000078.1	3869711	3994119	1	ENSCWAG00000000436	FAM135A
SEQ	carassius_auratus	ENSCARP00000103573	QPKE01000704.1	1287828	1309363	-1	ENSCARG00000052542	fam135a
SEQ	ficedula_albicollis	ENSFALP00000007278	JH603257.1	2066159	2136321	1	ENSFALG00000006976	FAM135A
SEQ	capra_hircus_blackbengal	ENSCHIP00010024411	14	100031082	100206674	1	ENSCHIG00010017817	FAM135A
SEQ	cottoperca_gobio	ENSCGOP00000038693	15	11420917	11437078	-1	ENSCGOG00000017403	fam135a
SEQ	scleropages_formosus	ENSSFOP00015018418	4	9316087	9348588	1	ENSSFOG00015011847	fam135a
SEQ	bos_indicus_hybrid	ENSBIXP00005018450	9	9661358	9794556	1	ENSBIXG00005022060	FAM135A
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000027422	28	8587492	8715433	1	ENSCHYG00000017966	FAM135A
SEQ	hucho_hucho	ENSHHUP00000027149	QNTS01063909.1	21	1078	1	ENSHHUG00000017212	NULL
SEQ	ursus_maritimus	ENSUMAP00000016123	KK498536.1	6284162	6389480	1	ENSUMAG00000011293	FAM135A
SEQ	fukomys_damarensis	ENSFDAP00000001800	KN121538.1	6595699	6684565	-1	ENSFDAG00000011697	FAM135A
SEQ	salarias_fasciatus	ENSSFAP00005040862	13	14823672	14837595	1	ENSSFAG00005020323	fam135a
SEQ	periophthalmus_magnuspinnatus	ENSPMGP00000024486	KN462479.1	792998	796286	-1	ENSPMGG00000019809	fam135a
SEQ	oryzias_melastigma	ENSOMEP00000000654	NVQA01000028.1	23668315	23681511	1	ENSOMEG00000001537	fam135a
SEQ	otolemur_garnettii	ENSOGAP00000012003	GL873554.1	13921975	13995125	1	ENSOGAG00000013384	FAM135A
SEQ	struthio_camelus_australis	ENSSCUP00000021907	KL207001.1	2796813	2864982	-1	ENSSCUG00000016012	FAM135A
SEQ	oryzias_latipes	ENSORLP00000013163	15	25162212	25183127	1	ENSORLG00000010498	fam135a
SEQ	ovis_aries_rambouillet	ENSOARP00020034450	9	3559508	3699557	-1	ENSOARG00020026364	FAM135A
SEQ	notamacropus_eugenii	ENSMEUP00000013982	GeneScaffold_1141	742	86341	1	ENSMEUG00000015314	NULL
SEQ	bos_mutus	ENSBMUP00000021913	JH880977.1	654332	785301	1	ENSBMUG00000016507	FAM135A
SEQ	mus_musculus	ENSMUSP00000027337	1	24011681	24100333	-1	ENSMUSG00000026153	Fam135a
SEQ	chrysolophus_pictus	ENSCPIP00010013973	KZ861792.1	2675684	2739842	-1	ENSCPIG00010011057	FAM135A
SEQ	neogobius_melanostomus	ENSNMLP00000025138	VHKM01000273.1	1073632	1080979	1	ENSNMLG00000015528	fam135a
SEQ	pongo_abelii	ENSPPYP00000018753	6	70852887	70992078	1	ENSPPYG00000016760	FAM135A
SEQ	moschus_moschiferus	ENSMMSP00000021593	PVHU021072336.1	1153668	1306892	1	ENSMMSG00000016041	FAM135A
SEQ	apteryx_owenii	ENSAOWP00000024927	PTFC01000117.1	1646234	1718713	-1	ENSAOWG00000016873	FAM135A
SEQ	bos_taurus	ENSBTAP00000058663	9	9517906	9672872	1	ENSBTAG00000002171	FAM135A
SEQ	lates_calcarifer	ENSLCAP00010036525	CYIF01000170.1	712528	725924	-1	ENSLCAG00010017105	fam135a
SEQ	dasypus_novemcinctus	ENSDNOP00000006767	JH582191.1	1005787	1088604	1	ENSDNOG00000008711	FAM135A
SEQ	electrophorus_electricus	ENSEEEP00000051342	RBHW02000263.1	206788	227455	1	ENSEEEG00000024089	fam135a
SEQ	nomascus_leucogenys	ENSNLEP00000041047	3	60722637	60875313	-1	ENSNLEG00000000844	FAM135A
SEQ	seriola_dumerili	ENSSDUP00000032775	BDQW01000024.1	2095487	2100943	1	ENSSDUG00000023558	NULL
SEQ	ursus_thibetanus_thibetanus	ENSUTTP00000014562	WEIE01000020.1	22404273	22525293	1	ENSUTTG00000009051	FAM135A
SEQ	zosterops_lateralis_melanops	ENSZLMP00000009365	LAII01000022.1	5459595	5523658	-1	ENSZLMG00000006569	FAM135A
SEQ	sparus_aurata	ENSSAUP00010044247	15	10459720	10474854	1	ENSSAUG00010018498	fam135a
SEQ	tursiops_truncatus	ENSTTRP00000014505	GeneScaffold_357	70323	176631	1	ENSTTRG00000015297	FAM135A
SEQ	paramormyrops_kingsleyae	ENSPKIP00000019579	PGUA01000287.1	349544	367737	1	ENSPKIG00000004684	fam135a
SEQ	notechis_scutatus	ENSNSUP00000008055	ULFQ01000012.1	5724118	5762757	-1	ENSNSUG00000006270	FAM135A
SEQ	erythrura_gouldiae	ENSEGOP00005002148	QUSF01000002.1	24756298	24834856	1	ENSEGOG00005001731	FAM135A
SEQ	lynx_canadensis	ENSLCNP00005014407	B2	64103385	64224177	1	ENSLCNG00005009420	FAM135A
SEQ	phascolarctos_cinereus	ENSPCIP00000049813	MSTS01000082.1	3341871	3442257	1	ENSPCIG00000020680	FAM135A
SEQ	malurus_cyaneus_samueli	ENSMCSP00000001397	3	27508821	27543590	1	ENSMCSG00000001048	FAM135A
SEQ	gadus_morhua	ENSGMOP00000004973	GeneScaffold_1260	200752	217446	-1	ENSGMOG00000004667	fam135a
SEQ	procavia_capensis	ENSPCAP00000005539	GeneScaffold_850	11272	95112	1	ENSPCAG00000005882	FAM135A
SEQ	sciurus_vulgaris	ENSSVLP00005017013	7	91454785	91559684	-1	ENSSVLG00005013507	FAM135A
SEQ	anas_zonorhyncha	ENSAZOP00000008378	NOIK01000407.1	753580	843231	-1	ENSAZOG00000005286	FAM135A
SEQ	heterocephalus_glaber_female	ENSHGLP00000001830	JH602132.1	9340893	9426022	-1	ENSHGLG00000001394	FAM135A
SEQ	anas_platyrhynchos	ENSAPLP00020021082	3	31784085	31851020	1	ENSAPLG00020014806	FAM135A
SEQ	dicentrarchus_labrax	ENSDLAP00005043630	HG916828.1	7922843	7938411	-1	ENSDLAG00005019353	fam135a
SEQ	oncorhynchus_mykiss	ENSOMYP00000091416	24	25572468	25587718	-1	ENSOMYG00000042014	NULL
SEQ	cyprinodon_variegatus	ENSCVAP00000002279	KL653699.1	34297	48891	-1	ENSCVAG00000003384	fam135a
SEQ	nannospalax_galili	ENSNGAP00000012751	KL205004.1	6374055	6457760	1	ENSNGAG00000014492	Fam135a
SEQ	oryzias_javanicus	ENSOJAP00000031084	15	26951346	26967741	1	ENSOJAG00000015461	fam135a
SEQ	heterocephalus_glaber_male	ENSHGLP00100006981	JH165892.1	2568159	2654230	-1	ENSHGLG00100005240	FAM135A
SEQ	leptobrachium_leishanense	ENSLLEP00000042829	4	171253160	171359787	1	ENSLLEG00000027226	FAM135A
SEQ	naja_naja	ENSNNAP00000023483	1	131515296	131566969	-1	ENSNNAG00000015469	FAM135A
SEQ	macaca_mulatta	ENSMMUP00000079318	4	102293926	102410521	-1	ENSMMUG00000009060	FAM135A
SEQ	astyanax_mexicanus	ENSAMXP00000038009	21	18443475	18472987	-1	ENSAMXG00000035633	fam135a
SEQ	pan_paniscus	ENSPPAP00000022187	6	71561640	71693157	1	ENSPPAG00000034229	FAM135A
SEQ	hucho_hucho	ENSHHUP00000010010	QNTS01003385.1	54957	109609	-1	ENSHHUG00000006036	fam135a
SEQ	denticeps_clupeoides	ENSDCDP00000021459	8	6775327	6795990	1	ENSDCDG00000016781	fam135a
SEQ	stegastes_partitus	ENSSPAP00000009711	KK580202.1	138607	151322	-1	ENSSPAG00000007354	fam135a
SEQ	carlito_syrichta	ENSTSYP00000027916	KE941236.1	615686	740393	1	ENSTSYG00000003628	FAM135A
SEQ	terrapene_carolina_triunguis	ENSTMTP00000030368	PRFB02000043.1	32222232	32359842	-1	ENSTMTG00000021916	FAM135A
SEQ	oryctolagus_cuniculus	ENSOCUP00000041966	12	57128983	57253020	1	ENSOCUG00000009236	FAM135A
SEQ	propithecus_coquereli	ENSPCOP00000003061	KQ022003.1	150976	265687	-1	ENSPCOG00000009225	FAM135A
SEQ	poecilia_mexicana	ENSPMEP00000015437	KQ551147.1	238958	248317	1	ENSPMEG00000017981	fam135a
SEQ	pelodiscus_sinensis	ENSPSIP00000002274	JH209873.1	1960379	2071046	-1	ENSPSIG00000002259	FAM135A
SEQ	ovis_aries	ENSOARP00000012151	9	3680088	3766322	-1	ENSOARG00000011336	FAM135A
