SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	nomascus_leucogenys	ENSNLEP00000001186	1a	63415153	63507457	1	ENSNLEG00000000905	CEMIP2
SEQ	procavia_capensis	ENSPCAP00000007291	GeneScaffold_3253	20689	90121	-1	ENSPCAG00000007738	CEMIP2
SEQ	macaca_fascicularis	ENSMFAP00000031602	15	82436155	82520033	-1	ENSMFAG00000036873	CEMIP2
SEQ	camelus_dromedarius	ENSCDRP00005001225	4	42446291	42516701	1	ENSCDRG00005000879	CEMIP2
SEQ	oryctolagus_cuniculus	ENSOCUP00000000983	1	58141810	58209097	-1	ENSOCUG00000001131	CEMIP2
SEQ	loxodonta_africana	ENSLAFP00000005385	scaffold_28	12263133	12330069	1	ENSLAFG00000006407	CEMIP
SEQ	octodon_degus	ENSODEP00000022033	JH651517.1	23711395	23778218	-1	ENSODEG00000016192	CEMIP
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000011314	13	24415409	24483861	1	ENSCHYG00000007313	CEMIP
SEQ	choloepus_hoffmanni	ENSCHOP00000008231	GeneScaffold_1503	10149	75487	1	ENSCHOG00000009289	CEMIP
SEQ	cavia_aperea	ENSCAPP00000011529	AVPZ01000012.1	30433528	30490920	1	ENSCAPG00000012546	CEMIP
SEQ	tupaia_belangeri	ENSTBEP00000001590	GeneScaffold_2428	70167	131395	-1	ENSTBEG00000001813	CEMIP2
SEQ	oryctolagus_cuniculus	ENSOCUP00000028746	GL018737	1780555	1883756	-1	ENSOCUG00000022315	CEMIP
SEQ	nannospalax_galili	ENSNGAP00000014911	KL204515.1	372567	443386	-1	ENSNGAG00000016072	Cemip
SEQ	panthera_pardus	ENSPPRP00000024511	KV860307.1	21860935	21930499	-1	ENSPPRG00000014830	CEMIP
SEQ	equus_asinus_asinus	ENSEASP00005013732	PSZQ01002132.1	1146550	1216250	1	ENSEASG00005009593	CEMIP2
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000024715	1	76791267	76859058	-1	ENSPEMG00000021357	Cemip
SEQ	aotus_nancymaae	ENSANAP00000013250	KZ208465.1	4262335	4325968	1	ENSANAG00000024514	CEMIP2
SEQ	bison_bison_bison	ENSBBBP00000011595	KN265165.1	4291	59332	1	ENSBBBG00000019559	CEMIP2
SEQ	papio_anubis	ENSPANP00000019290	15	78927024	78993389	-1	ENSPANG00000025075	CEMIP2
