SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene	CommonName
SEQ	loxodonta_africana	ENSLAFP00000011177	scaffold_3	98653300	98695277	1	ENSLAFG00000013354	ACTR3	african_savanna_elephant
SEQ	sorex_araneus	ENSSARP00000008933	GeneScaffold_2027	22313	48298	1	ENSSARG00000009876	ACTR3	european_shrew
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000001028	6	19697374	19699510	1	ENSCHYG00000000649	NULL	central_asian_red_deer
SEQ	pteropus_vampyrus	ENSPVAP00000010458	GeneScaffold_1031	54085	105477	1	ENSPVAG00000011094	ACTR3	large_flying_fox
SEQ	delphinapterus_leucas	ENSDLEP00000023008	ML702015.1	14539879	14595775	-1	ENSDLEG00000016689	ACTR3	beluga_whale
SEQ	moschus_moschiferus	ENSMMSP00000013016	PVHU020014498.1	12810149	12811725	1	ENSMMSG00000009975	NULL	siberian_musk_deer
SEQ	cavia_aperea	ENSCAPP00000016396	AVPZ01000334.1	54747793	54786345	1	ENSCAPG00000016293	ACTR3	brazilian_guinea_pig
SEQ	canis_lupus_dingo	ENSCAFP00020019675	QKWQ01000695.1	8671885	8728588	-1	ENSCAFG00020015635	ACTR3	dingo
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000027783	27	38987264	38988520	-1	ENSCHYG00000018558	NULL	central_asian_red_deer
SEQ	oryctolagus_cuniculus	ENSOCUP00000003800	7	69195658	69252452	-1	ENSOCUG00000004395	NULL	rabbit
SEQ	ailuropoda_melanoleuca	ENSAMEP00000015812	GL193286.1	674638	734316	-1	ENSAMEG00000014979	ACTR3	giant_panda
SEQ	mus_spicilegus	ENSMSIP00000001390	QGOO01000962.1	7886593	7928579	1	ENSMSIG00000001372	Actr3	steppe_mouse
SEQ	cercocebus_atys	ENSCATP00000021272	KQ009971.1	2026846	2100207	-1	ENSCATG00000034264	ACTR3	sooty_mangabey
SEQ	rattus_norvegicus	ENSRNOP00000071780	13	41695183	41738658	-1	ENSRNOG00000003206	Actr3	norway_rat
SEQ	papio_anubis	ENSPANP00000030874	12	17137403	17209495	-1	ENSPANG00000011576	ACTR3	olive_baboon
SEQ	camelus_dromedarius	ENSCDRP00005021714	5	13019657	13067360	-1	ENSCDRG00005015049	ACTR3	arabian_camel
SEQ	lynx_canadensis	ENSLCNP00005011690	C1	123017706	123033038	-1	ENSLCNG00005007651	NULL	canadian_lynx
SEQ	moschus_moschiferus	ENSMMSP00000026059	PVHU020002050.1	8913993	8915441	-1	ENSMMSG00000019617	NULL	siberian_musk_deer
SEQ	ursus_maritimus	ENSUMAP00000006325	KK498623.1	143378	180493	-1	ENSUMAG00000004954	ACTR3	polar_bear
SEQ	octodon_degus	ENSODEP00000009556	JH651543.1	612182	612848	1	ENSODEG00000007147	NULL	degu
SEQ	equus_caballus	ENSECAP00000018525	18	16406010	16460451	-1	ENSECAG00000020867	ACTR3	domestic_horse
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000013649	11	24364845	24410066	-1	ENSPEMG00000013664	Actr3	prairie_deer_mouse
SEQ	nomascus_leucogenys	ENSNLEP00000014180	20	20048327	20119539	1	ENSNLEG00000011619	ACTR3	gibbon
SEQ	aotus_nancymaae	ENSANAP00000024935	KZ206783.1	3680567	3751991	1	ENSANAG00000030124	ACTR3	mas_night_monkey
SEQ	bison_bison_bison	ENSBBBP00000019614	KN265045.1	365882	412072	-1	ENSBBBG00000013025	NULL	american_bison
SEQ	mandrillus_leucophaeus	ENSMLEP00000016704	KN979318.1	4615736	4686453	1	ENSMLEG00000032560	ACTR3	drill
SEQ	moschus_moschiferus	ENSMMSP00000030642	PVHU020014497.1	2930358	2978552	1	ENSMMSG00000022842	NULL	siberian_musk_deer
