SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	ursus_maritimus	ENSUMAP00000001758	KK498718.1	11678655	11702359	-1	ENSUMAG00000001633	ACTR6
SEQ	gorilla_gorilla	ENSGGOP00000000842	12	99991796	100016791	1	ENSGGOG00000000854	ACTR6
SEQ	oryctolagus_cuniculus	ENSOCUP00000000124	4	79456014	79478309	1	ENSOCUG00000000141	ACTR6
SEQ	pan_troglodytes	ENSPTRP00000009079	12	102988474	103012221	1	ENSPTRG00000005341	ACTR6
SEQ	callithrix_jacchus	ENSCJAP00000003995	NTIC01000002.1	31534916	31557369	-1	ENSCJAG00000002192	ACTR6
SEQ	ochotona_princeps	ENSOPRP00000006753	scaffold_10727	35004	40178	1	ENSOPRG00000007378	ACTR6
SEQ	camelus_dromedarius	ENSCDRP00005025491	12	31093961	31111039	-1	ENSCDRG00005017579	ACTR6
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000005369	18	7429131	7451157	-1	ENSPEMG00000007827	Actr6
SEQ	castor_canadensis	ENSCCNP00000001212	MTKA01003852.1	20276	41236	-1	ENSCCNG00000001286	Actr6
SEQ	bison_bison_bison	ENSBBBP00000007690	KN265211.1	4058090	4077246	1	ENSBBBG00000015721	ACTR6
